code,title,location
HSN713,"Food, Nutrition and Behaviour",Burwood (Melbourne)
HSN714,Systems Thinking in Public Health Nutrition,Burwood (Melbourne)
HSN715,Understanding Human Nutrition Research Studies,Burwood (Melbourne)
HSN719,Assessment Methods for Nutrition and Physical Activity Research,Burwood (Melbourne)
HSN734,Obesity Prevention,Burwood (Melbourne)
HSN735,Essentials of Food Science,Burwood (Melbourne)
HSN740,Research for Evidence Based Dietetic Practice,Burwood (Melbourne)
HSN742,Food Service Management,Burwood (Melbourne)
HSN743,Nutrition for Healthy Ageing,Burwood (Melbourne)
HSN744,Principles of Dietetics,Burwood (Melbourne)
HSN746,Nutritional Issues from Early Childhood to Adolescence,Burwood (Melbourne)
HSN747,Clinical Dietetic Practice,Burwood (Melbourne)
HSN749,Biochemistry and Physiology for Human Nutrition,Burwood (Melbourne)
HSN753,Research Practice in Human Nutrition,Burwood (Melbourne)
HSN754,Dietary Modification to Improve Health,Burwood (Melbourne)
HSN758,Professional Practice for Dietetics,Burwood (Melbourne)
IND101,Introduction to Aboriginal Studies,Burwood (Melbourne)
IND201,Aboriginal Knowledges and Experiences: Historical Journeys-Contemporary Perspectives,Burwood (Melbourne)
MAA103,Accounting for Decision Making,Burwood (Melbourne)
MAA104,Financial Literacy,Burwood (Melbourne)
MAA204,Accounting Information Systems,Burwood (Melbourne)
MAA215,Client Behaviour and Decision Making,Burwood (Melbourne)
MAA250,Ethics for Financial Professionals,Burwood (Melbourne)
MAA255,Financial Planning,Burwood (Melbourne)
MAA261,Financial Accounting,Burwood (Melbourne)
MAA262,Management Accounting,Burwood (Melbourne)
MAA267,Integrated Reporting and Value Creation,Burwood (Melbourne)
MAA303,Audit and Assurance,Burwood (Melbourne)
MAA310,Accounting and Society,Burwood (Melbourne)
MAA317,Superannuation Planning,Burwood (Melbourne)
MAA318,Advanced Financial Planning,Burwood (Melbourne)
MAA319,Estate Planning and Insurance,Burwood (Melbourne)
MAA363,Corporate Accounting,Burwood (Melbourne)
MAA700,Estate Planning and Risk Management Strategies,Burwood (Melbourne)
MAA703,Accounting for Management,Burwood (Melbourne)
MAA705,Corporate Auditing,Burwood (Melbourne)
MAA716,Financial Accounting,Burwood (Melbourne)
MAA717,Introductory Accounting,Burwood (Melbourne)
MAA718,Financial Accounting I,Burwood (Melbourne)
MAA719,Superannuation and Retirement Planning,Burwood (Melbourne)
MAA720,Financial Accounting II,Burwood (Melbourne)
MAA725,Advanced Accounting Principles and Practice,Burwood (Melbourne)
MAA726,Strategic Business Reporting,Burwood (Melbourne)
MAA727,Financial Planning Development,Burwood (Melbourne)
MAA728,Financial Behaviour and Decision Making,Burwood (Melbourne)
MAA744,Strategic Management Accounting,Burwood (Melbourne)
MAA745,Financial Planning and Economic Fundamentals,Burwood (Melbourne)
MAA753,Professional Research and Analysis,Burwood (Melbourne)
MAA754,Enterprise Risk Management,Burwood (Melbourne)
MAA763,Governance and Fraud,Burwood (Melbourne)
MAA764,Advanced Performance Management,Burwood (Melbourne)
MAA765,Advanced Audit and Assurance,Burwood (Melbourne)
MAA767,Integrated Reporting and Value Creation,Burwood (Melbourne)
MAA769,Ethics for Financial Services,Burwood (Melbourne)
MAA789,Accounting Systems and Analytics,Burwood (Melbourne)
MAA795,Strategic Business Leader,Burwood (Melbourne)
MAA906,Contemporary Issues in Accounting,Burwood (Melbourne)
MAA907,Advanced Auditing,Burwood (Melbourne)
MAA908,Advanced Management Accounting,Burwood (Melbourne)
MAE101,Economic Principles,Burwood (Melbourne)
MAE201,Competition and Industry,Burwood (Melbourne)
MAE203,The Global Economy,Burwood (Melbourne)
MAE213,International Trade,Burwood (Melbourne)
MAE214,Economic Strategy for Business,Burwood (Melbourne)
MAE256,Analytical Methods in Economics and Finance,Burwood (Melbourne)
MAE301,"Choice, Strategies and Dilemmas",Burwood (Melbourne)
MAE302,Macroeconomics of Open Economies,Burwood (Melbourne)
MAE304,Labour and Health Economics,Burwood (Melbourne)
MAE305,Energy and Environment,Burwood (Melbourne)
MAE306,Applied Econometrics for Economics and Finance,Burwood (Melbourne)
MAE307,Techniques for Business and Economic Analysis,Burwood (Melbourne)
MAE308,Contemporary Issues in Trade and Development,Burwood (Melbourne)
MAE312,National Economic Policy,Burwood (Melbourne)
MAE901,Advanced Econometrics,Burwood (Melbourne)
MAE903,Advanced Economic Theory,Burwood (Melbourne)
MAE905,Macroeconomic Theory and Policy,Burwood (Melbourne)
MAE906,Econometrics II,Burwood (Melbourne)
MAE907,Macroeconomic Theory II,Burwood (Melbourne)
MAE908,Microeconomic Theory II,Burwood (Melbourne)
MAF101,Fundamentals of Finance,Burwood (Melbourne)
MAF202,Money and Capital Markets,Burwood (Melbourne)
MAF203,Business Finance,Burwood (Melbourne)
MAF302,Corporate Finance,Burwood (Melbourne)
MAF306,International Finance and Investment,Burwood (Melbourne)
MAF307,Equities and Investment Analysis,Burwood (Melbourne)
MAF308,Derivative and Fixed Income Securities,Burwood (Melbourne)
MAF367,Treasury Operations,Burwood (Melbourne)
MAF702,Financial Markets,Burwood (Melbourne)
MAF703,Applied Corporate Finance,Burwood (Melbourne)
MAF704,Treasury and Risk Management,Burwood (Melbourne)
MAF707,Investments and Portfolio Management,Burwood (Melbourne)
MAF711,Modelling Techniques for Finance,Burwood (Melbourne)
MAF713,"Futures, Options and other Derivatives",Burwood (Melbourne)
MAF723,Business and Financial Econometrics,Burwood (Melbourne)
MAF755,Advanced Financial Management,Burwood (Melbourne)
MAF759,Analytical Methods,Burwood (Melbourne)
MAF760,International Finance,Burwood (Melbourne)
MAF767,Treasury Dealing,Burwood (Melbourne)
MAF905,Foundations of Finance,Burwood (Melbourne)
MAF906,Research Methods in Finance,Burwood (Melbourne)
MAF907,Empirical Methods in Corporate Finance,Burwood (Melbourne)
MAF908,Empirical Asset Pricing,Burwood (Melbourne)
MAI728,Financial Behaviour and Decision Making (Intensive),Burwood (Melbourne)
MAI769,Ethics for Financial Services (Intensive),Burwood (Melbourne)
MAR905,Research Report,Burwood (Melbourne)
MBA701,Strategy and Value Creation,Burwood (Melbourne)
MBA702,Financial Decision Making,Burwood (Melbourne)
MBA703,The Economic Environment,Burwood (Melbourne)
MBA704,"Marketing, Positioning and Consumers",Burwood (Melbourne)
MBA705,Business Processes and Technology,Burwood (Melbourne)
MBA706,Leading People in Organisations,Burwood (Melbourne)
MBA707,The Deakin Advantage: Capstone,Burwood (Melbourne)
MIS010,Academic Induction for the Bachelor of Business Analytics,Burwood (Melbourne)
MIS070,Academic Induction for Postgraduate Information Systems,Burwood (Melbourne)
MIS171,Business Analytics,Burwood (Melbourne)
MIS201,Business Requirements Analysis,Burwood (Melbourne)
MIS202,Managing Data and Information,Burwood (Melbourne)
MIS203,Making Sense of Information,Burwood (Melbourne)
MIS211,"Information Security, Governance and the Cloud",Burwood (Melbourne)
MIS231,Professional Ethics in the Digital Age,Burwood (Melbourne)
MIS271,Business Intelligence and Data Warehousing,Burwood (Melbourne)
MIS272,Predictive Analytics,Burwood (Melbourne)
MIS275,Decision Analytics,Burwood (Melbourne)
MIS313,Strategic Supply Chain Management,Burwood (Melbourne)
MIS352,Business Process Management,Burwood (Melbourne)
MIS362,Social Media Analytics and Data Driven Innovation,Burwood (Melbourne)
MIS373,Artificial Intelligence for Business,Burwood (Melbourne)
MIS384,Marketing Analytics,Burwood (Melbourne)
MIS398,Project Management,Burwood (Melbourne)
MIS399,Applied Business Project,Burwood (Melbourne)
MIS701,Business Requirements Analysis,Burwood (Melbourne)
MIS712,Managing Digital Transformations,Burwood (Melbourne)
MIS713,Supply Chain Management and Logistics,Burwood (Melbourne)
MIS732,Enterprise Architecture and Governance,Burwood (Melbourne)
MIS741,Ethics of Digital Transformation,Burwood (Melbourne)
MIS761,Enterprise Information Management and Security,Burwood (Melbourne)
MIS770,Foundation Skills in Data Analysis,Burwood (Melbourne)
MIS771,Descriptive Analytics and Visualisation,Burwood (Melbourne)
MIS772,Predictive Analytics,Burwood (Melbourne)
MIS775,Decision Modelling for Business Analytics,Burwood (Melbourne)
MIS776,Design Thinking for Innovation,Burwood (Melbourne)
MIS779,Decision Analytics in Practice,Burwood (Melbourne)
MIS780,Advanced Artificial Intelligence for Business,Burwood (Melbourne)
MIS781,Business Intelligence,Burwood (Melbourne)
MIS782,Value of Information,Burwood (Melbourne)
MIS784,Marketing Analytics,Burwood (Melbourne)
MIS798,Project Management,Burwood (Melbourne)
MIS799,Information Systems in Practice,Burwood (Melbourne)
MLC101,Law for Commerce,Burwood (Melbourne)
MLC203,Corporations Law,Burwood (Melbourne)
MLC301,Principles of Income Tax Law,Burwood (Melbourne)
MLC305,Business Tax Law,Burwood (Melbourne)
MLC310,Sport and the Law,Burwood (Melbourne)
MLC703,Principles of Income Tax Law,Burwood (Melbourne)
MLC707,Business Law,Burwood (Melbourne)
MLC709,Business Taxation Law and Policy,Burwood (Melbourne)
MLC710,Sport and the Law,Burwood (Melbourne)
MLC713,Corporate Insolvency Law and Policy,Burwood (Melbourne)
MLC714,Financial Advice Regulation,Burwood (Melbourne)
MLI714,Financial Advice Regulation (Intensive),Burwood (Melbourne)
MLJ728,Contemporary Legal Issues,Burwood (Melbourne)
MLJ729,Contemporary International Legal Challenges (Intensive),Burwood (Melbourne)
MLL110,Legal Research and Statutory Interpretation,Burwood (Melbourne)
MLL111,Contract,Burwood (Melbourne)
MLL113,Legal Communication and Ethical Decision Making,Burwood (Melbourne)
MLL114,Criminal Law,Burwood (Melbourne)
MLL117,Misleading Conduct and Economic Torts,Burwood (Melbourne)
MLL211,Human Rights Law,Burwood (Melbourne)
MLL213,Torts,Burwood (Melbourne)
MLL215,Commercial Law,Burwood (Melbourne)
MLL218,Criminal Procedure,Burwood (Melbourne)
MLL225,Personal Injuries Compensation Schemes,Burwood (Melbourne)
MLL227,Superannuation Law,Burwood (Melbourne)
MLL228,Alternative Dispute Resolution: Principles and Practice,Burwood (Melbourne)
MLL235,Legal Practice and Ethics,Burwood (Melbourne)
MLL277,International Law,Burwood (Melbourne)
MLL318,Corporate Insolvency Law,Burwood (Melbourne)
MLL319,Sentencing Law and Practice,Burwood (Melbourne)
MLL320,Family Law,Burwood (Melbourne)
MLL323,Constitutional Law,Burwood (Melbourne)
MLL325,Land Law,Burwood (Melbourne)
MLL327,Property,Burwood (Melbourne)
MLL329,Financial Services Regulation,Burwood (Melbourne)
MLL330,Health Law,Burwood (Melbourne)
MLL331,Corporate Law,Burwood (Melbourne)
MLL332,International Arbitration,Burwood (Melbourne)
MLL334,Evidence,Burwood (Melbourne)
MLL342,Workplace Law,Burwood (Melbourne)
MLL351,Legal Internship,Burwood (Melbourne)
MLL391,Civil Procedure and Dispute Resolution,Burwood (Melbourne)
MLL394,Migration and Refugee Law and Policy,Burwood (Melbourne)
MLL405,Equity and Trusts,Burwood (Melbourne)
MLL406,Taxation,Burwood (Melbourne)
MLL410,Intellectual Property,Burwood (Melbourne)
MLL418,Contemporary Legal Issues,Burwood (Melbourne)
MLL419,Contemporary International Legal Challenges (Intensive),Burwood (Melbourne)
MLL424,Administrative Law,Burwood (Melbourne)
MLL426,Mining and Energy Law,Burwood (Melbourne)
MLM704,Foundations of Law,Burwood (Melbourne)
MLM705,Research Methodology,Burwood (Melbourne)
MLM706,Corporate Governance,Burwood (Melbourne)
MLM707,Research Thesis,Burwood (Melbourne)
MLM716,Alternative Dispute Resolution: Principles and Practice,Burwood (Melbourne)
MLM717,Financial Services Regulation,Burwood (Melbourne)
MLM719,Human Rights Law and Policy,Burwood (Melbourne)
MLM727,Superannuation Law and Policy,Burwood (Melbourne)
MLM785,Public International Law,Burwood (Melbourne)
MMH230,Fundamentals of Human Resource Management,Burwood (Melbourne)
MMH231,Managing and Rewarding Performance,Burwood (Melbourne)
MMH232,Human Resource Development,Burwood (Melbourne)
MMH250,Workplace Counselling and Negotiation,Burwood (Melbourne)
MMH331,Strategic Human Resource Management,Burwood (Melbourne)
MMH349,Employment Relations,Burwood (Melbourne)
MMH352,International Human Resource Management,Burwood (Melbourne)
MMH356,Change Management,Burwood (Melbourne)
MMH733,Ethics for Managers,Burwood (Melbourne)
MMK101,Marketing Fundamentals,Burwood (Melbourne)
MMK217,Retail Management,Burwood (Melbourne)
MMK251,Services Marketing,Burwood (Melbourne)
MMK266,Consumer Behaviour,Burwood (Melbourne)
MMK280,Brand Management,Burwood (Melbourne)
MMK295,Integrated Marketing Communications in the Digital Age,Burwood (Melbourne)
MMK317,Advanced Retail Management,Burwood (Melbourne)
MMK325,Strategic Marketing,Burwood (Melbourne)
MMK365,Marketing Insights,Burwood (Melbourne)
MMK368,Business Marketing,Burwood (Melbourne)
MMK737,Online Marketing,Burwood (Melbourne)
MMK738,Integrated Marketing Communication,Burwood (Melbourne)
MMK739,Strategic Brand Management,Burwood (Melbourne)
MMK751,Services Marketing,Burwood (Melbourne)
MMM132,Management,Burwood (Melbourne)
MMM240,Organisational Behaviour,Burwood (Melbourne)
MMM241,Entrepreneurship and Innovation,Burwood (Melbourne)
MMM267,Business Logistics,Burwood (Melbourne)
MMM276,Design Thinking,Burwood (Melbourne)
MMM279,Creating and Managing Social Enterprises,Burwood (Melbourne)
MMM306,Global Strategy and International Management,Burwood (Melbourne)
MMM308,Applied Management Capabilities,Burwood (Melbourne)
MMM311,Global Mindset and Citizenship,Burwood (Melbourne)
MMM312,Event Management,Burwood (Melbourne)
MMM315,Business Management Capstone,Burwood (Melbourne)
MMM343,Business Ethics,Burwood (Melbourne)
MMM905,Philosophy of Research,Burwood (Melbourne)
MMM906,Qualitative Research Methods,Burwood (Melbourne)
MMM907,Quantitative Research Methods,Burwood (Melbourne)
MMP111,Introduction to Property,Burwood (Melbourne)
MMP122,Introduction to Property Development,Burwood (Melbourne)
MMP212,Property Investment,Burwood (Melbourne)
MMP213,Property Economics,Burwood (Melbourne)
MMP221,Property Management,Burwood (Melbourne)
MMP223,Property Law and Practice,Burwood (Melbourne)
MMP311,Advanced Property Valuation,Burwood (Melbourne)
MMP321,Advanced Property Analysis,Burwood (Melbourne)
MMP322,Advanced Property Development,Burwood (Melbourne)
MMS100,Sport Organisation,Burwood (Melbourne)
MMS201,Sport in Society,Burwood (Melbourne)
MMS202,Managing High Performance Sport,Burwood (Melbourne)
MMS306,Sport Management Practicum,Burwood (Melbourne)
MMS307,Sport Facility and Event Management,Burwood (Melbourne)
MMS308,Sport Marketing,Burwood (Melbourne)
MMS313,Sport Leadership and Governance,Burwood (Melbourne)
MMS314,Planning for Sport Policy and Development,Burwood (Melbourne)
MMS701,Athlete Management,Burwood (Melbourne)
MMS711,Introduction to the Sport Industry,Burwood (Melbourne)
MMS712,Sport Marketing,Burwood (Melbourne)
MMS713,Sport Policy and Development,Burwood (Melbourne)
MMS714,Sport Organisation Behaviour,Burwood (Melbourne)
MMS715,Sport Promotions and Public Relations,Burwood (Melbourne)
MMS716,Sport Organisation Theory,Burwood (Melbourne)
MMS736,Strategic Management,Burwood (Melbourne)
MMS774,Facility and Event Management,Burwood (Melbourne)
MPA701,Accounting,Burwood (Melbourne)
MPA702,Financial Interpretation,Burwood (Melbourne)
MPE707,International Banking and Finance,Burwood (Melbourne)
MPE711,Global Trade and Markets,Burwood (Melbourne)
MPE781,Economics for Managers,Burwood (Melbourne)
MPF753,Finance,Burwood (Melbourne)
MPK701,Research Design and Analysis,Burwood (Melbourne)
MPK704,Sustainable Environmental Marketing,Burwood (Melbourne)
MPK713,Consumer Behaviour,Burwood (Melbourne)
MPK732,Marketing Management,Burwood (Melbourne)
MPK733,Applied Strategic Marketing,Burwood (Melbourne)
MPK736,International Marketing,Burwood (Melbourne)
MPM701,Business Process Management,Burwood (Melbourne)
MPM703,Business Strategy and Analysis,Burwood (Melbourne)
MPM705,Retailing,Burwood (Melbourne)
MPM712,Managing Innovation,Burwood (Melbourne)
MPM715,Management and Organisational Consulting,Burwood (Melbourne)
MPM722,Human Resource Management,Burwood (Melbourne)
MPM731,Business Communication for Managers,Burwood (Melbourne)
MPM732,Critical Thinking for Managers,Burwood (Melbourne)
MPM735,International Business Management,Burwood (Melbourne)
MPM755,Building Success in Commerce,Burwood (Melbourne)
MPM773,Contemporary Issues in Leadership,Burwood (Melbourne)
MPM792,Operations Management,Burwood (Melbourne)
MPP703,Leadership Research Project,Burwood (Melbourne)
MRL901,Advanced Legal Research,Burwood (Melbourne)
MRL908,Discipline Reading Unit (Law),Burwood (Melbourne)
MWL101,Professional Insight,Burwood (Melbourne)
SEB101,Engineering Physics,Burwood (Melbourne)
SEJ101,Design Fundamentals,Burwood (Melbourne)
SEJ102,Electrical Systems Engineering Project,Burwood (Melbourne)
SEJ103,Materials Engineering Project,Burwood (Melbourne)
SHD201,Creating Sustainable Futures,Burwood (Melbourne)
SHD301,Creating Sustainable Futures,Burwood (Melbourne)
SIT010,Safety Induction Program,Burwood (Melbourne)
SIT102,Introduction to Programming,Burwood (Melbourne)
SIT103,Data and Information Management,Burwood (Melbourne)
SIT105,Thinking Technology and Design,Burwood (Melbourne)
SIT106,Fundamental Concepts of Mathematics,Burwood (Melbourne)
SIT110,Creative Coding,Burwood (Melbourne)
SIT111,Algorithms and Computing Systems,Burwood (Melbourne)
SIT112,Data Science Concepts,Burwood (Melbourne)
SIT113,Cloud Computing and Virtualisation,Burwood (Melbourne)
SIT114,Introduction to Artificial Intelligence,Burwood (Melbourne)
SIT120,Introduction to Responsive Web Apps,Burwood (Melbourne)
SIT122,Robotics Studio,Burwood (Melbourne)
SIT123,Data Capture Technologies,Burwood (Melbourne)
SIT124,Exploring I.T.,Burwood (Melbourne)
SIT151,Game Fundamentals,Burwood (Melbourne)
SIT162,Introduction to Creative Technologies,Burwood (Melbourne)
SIT172,Programming for Engineers,Burwood (Melbourne)
SIT176,Mathematical Visualisation and Reasoning,Burwood (Melbourne)
SIT182,Real World Practices for Cyber Security,Burwood (Melbourne)
SIT183,Application and Design of Virtual and Augmented Reality Systems,Burwood (Melbourne)
SIT190,Introductory Mathematical Methods,Burwood (Melbourne)
SIT191,Introduction to Statistics and Data Analysis,Burwood (Melbourne)
SIT192,Discrete Mathematics,Burwood (Melbourne)
SIT194,Introduction to Mathematical Modelling,Burwood (Melbourne)
SIT199,Applied Algebra and Statistics,Burwood (Melbourne)
SIT202,Networks and Communications,Burwood (Melbourne)
SIT209,Software Engineering 2: Developing Internet-Of-Things Applications,Burwood (Melbourne)
SIT210,Embedded Systems Development,Burwood (Melbourne)
SIT215,Artificial and Computational Intelligence,Burwood (Melbourne)
SIT216,User Centred Design,Burwood (Melbourne)
SIT217,Software Engineering 1: Robotics Project,Burwood (Melbourne)
SIT221,Data Structures and Algorithms,Burwood (Melbourne)
SIT223,Professional Practice in Information Technology,Burwood (Melbourne)
SIT232,Object-Oriented Development,Burwood (Melbourne)
SIT253,Audio and Visual Production,Burwood (Melbourne)
SIT254,Game Design,Burwood (Melbourne)
SIT255,Game Development Patterns,Burwood (Melbourne)
SIT264,Authoring of Interactive Media,Burwood (Melbourne)
SIT272,Enterprise Network Construction,Burwood (Melbourne)
SIT277,Enterprise Network Management,Burwood (Melbourne)
SIT281,Cryptography,Burwood (Melbourne)
SIT282,Computer Crime and Digital Forensics,Burwood (Melbourne)
SIT283,Development for Virtual Reality,Burwood (Melbourne)
SIT284,Cyber Security Management,Burwood (Melbourne)
SIT291,Mathematical Methods for Information Modelling,Burwood (Melbourne)
SIT292,Linear Algebra for Data Analysis,Burwood (Melbourne)
SIT305,Android and iOS Mobile Programming,Burwood (Melbourne)
SIT306,IT Placement,Burwood (Melbourne)
SIT307,Data Mining and Machine Learning,Burwood (Melbourne)
SIT310,Robotics Application Development,Burwood (Melbourne)
SIT311,Software Engineering 3: Designing User-Centric Internet-Of-Things Application,Burwood (Melbourne)
SIT312,System Design and Prototyping,Burwood (Melbourne)
SIT313,Developing Client-Server Web Applications,Burwood (Melbourne)
SIT314,Software Architecture and Scalability for Internet-Of-Things,Burwood (Melbourne)
SIT315,Programming Paradigms,Burwood (Melbourne)
SIT316,Optimisation and Constraint Programming,Burwood (Melbourne)
SIT317,"Enterprise, Entrepreneurship and Innovation",Burwood (Melbourne)
SIT322,Cloud Systems,Burwood (Melbourne)
SIT323,Cloud Application Development,Burwood (Melbourne)
SIT352,Creative Production,Burwood (Melbourne)
SIT361,Interactive Technology Application,Burwood (Melbourne)
SIT374,Team Project (A) - Project Management and Practices,Burwood (Melbourne)
SIT378,Team Project (B) - Execution and Delivery,Burwood (Melbourne)
SIT379,Ethical Hacking,Burwood (Melbourne)
SIT382,System Security,Burwood (Melbourne)
SIT383,Augmented Reality Systems,Burwood (Melbourne)
SIT384,Cyber Security Analytics,Burwood (Melbourne)
SIT396,Complex Analysis,Burwood (Melbourne)
SIT399,Optimization Modelling and Decision Analysis,Burwood (Melbourne)
SIT420,Research Methods and Practices in Information Technology,Burwood (Melbourne)
SIT424,Advanced Topics in Information Technology,Burwood (Melbourne)
SIT430,Honours Research Project A,Burwood (Melbourne)
SIT431,Honours Research Project B,Burwood (Melbourne)
SIT432,Developing Secure Internet-Of-Things Applications,Burwood (Melbourne)
SIT490,Honours Mathematics Research 1,Burwood (Melbourne)
SIT492,Honours Mathematics Research 2,Burwood (Melbourne)
SIT493,Honours Mathematics Research 3,Burwood (Melbourne)
SIT701,Enterprise Network Construction,Burwood (Melbourne)
SIT702,Enterprise Network Management,Burwood (Melbourne)
SIT703,Advanced Digital Forensics,Burwood (Melbourne)
SIT704,Advanced Topics in Digital Security,Burwood (Melbourne)
SIT706,Cloud Computing Technologies,Burwood (Melbourne)
SIT707,Software Quality and Testing,Burwood (Melbourne)
SIT708,Mobile Systems Development,Burwood (Melbourne)
SIT709,Internship - Information Technology,Burwood (Melbourne)
SIT717,Enterprise Business Intelligence,Burwood (Melbourne)
SIT718,Real World Analytics,Burwood (Melbourne)
SIT719,Security and Privacy Issues in Analytics,Burwood (Melbourne)
SIT720,Machine Learning,Burwood (Melbourne)
SIT725,Software Engineering,Burwood (Melbourne)
SIT735,Communications Network Security,Burwood (Melbourne)
SIT737,Cloud Applications Design and Development,Burwood (Melbourne)
SIT740,Research and Development in Information Technology,Burwood (Melbourne)
SIT741,Statistical Data Analysis,Burwood (Melbourne)
SIT742,Modern Data Science,Burwood (Melbourne)
SIT743,Bayesian Learning and Graphical Models,Burwood (Melbourne)
SIT744,Deep Learning,Burwood (Melbourne)
SIT755,Interaction and Design for Virtual Reality and Augmented Reality,Burwood (Melbourne)
SIT756,Development for Virtual Reality,Burwood (Melbourne)
SIT757,Content Creation for Virtual Reality,Burwood (Melbourne)
SIT758,Virtual Reality On Mobile Platforms,Burwood (Melbourne)
SIT763,Cyber Security Management,Burwood (Melbourne)
SIT764,Team Project (A) - Project Management and Practices,Burwood (Melbourne)
SIT771,Object-Oriented Development,Burwood (Melbourne)
SIT772,Database and Information Retrieval,Burwood (Melbourne)
SIT773,Software Requirements Analysis and Modelling,Burwood (Melbourne)
SIT774,Web Technologies and Development,Burwood (Melbourne)
SIT780,Enterprise Applications Development,Burwood (Melbourne)
SIT782,Team Project (B) - Execution and Delivery,Burwood (Melbourne)
SIT792,Minor Thesis,Burwood (Melbourne)
SIT794,Services Management,Burwood (Melbourne)
SLE010,Laboratory and Fieldwork Safety Induction Program,Burwood (Melbourne)
SLE101,Techniques in Environmental Science,Burwood (Melbourne)
SLE102,Physical Geography,Burwood (Melbourne)
SLE103,Ecology and the Environment,Burwood (Melbourne)
SLE111,Cells and Genes,Burwood (Melbourne)
SLE114,Introduction to Parks and Wildlife Conservation,Burwood (Melbourne)
SLE115,Essential Skills in Bioscience,Burwood (Melbourne)
SLE121,Environmental Sustainability,Burwood (Melbourne)
SLE132,Biology: Form and Function,Burwood (Melbourne)
SLE133,Chemistry in Our World,Burwood (Melbourne)
SLE136,Life On An Evolving Planet,Burwood (Melbourne)
SLE151,Biodiversity: A Global Perspective,Burwood (Melbourne)
SLE155,Chemistry for the Professional Sciences,Burwood (Melbourne)
SLE200,Communicating Science Ideas,Burwood (Melbourne)
SLE202,Landscape Evolution,Burwood (Melbourne)
SLE203,Environmental Botany,Burwood (Melbourne)
SLE204,Animal Diversity,Burwood (Melbourne)
SLE205,Vertebrate Structure and Function,Burwood (Melbourne)
SLE206,Cell Biology,Burwood (Melbourne)
SLE207,Environmental Planning and Impact Assessment,Burwood (Melbourne)
SLE210,Chemistry the Enabling Science,Burwood (Melbourne)
SLE211,Principles of Physiology,Burwood (Melbourne)
SLE212,Biochemistry,Burwood (Melbourne)
SLE214,Organic Chemistry,Burwood (Melbourne)
SLE216,Bushfire Management,Burwood (Melbourne)
SLE218,Indigenous Engagement: Natural Resource Management,Burwood (Melbourne)
SLE220,Wildlife  Ecology,Burwood (Melbourne)
SLE221,Systems Physiology,Burwood (Melbourne)
SLE222,Biochemical Metabolism,Burwood (Melbourne)
SLE226,Environmental Team Based Research,Burwood (Melbourne)
SLE228,Forensic Genomics,Burwood (Melbourne)
SLE231,Hydrology and Water Resources Management,Burwood (Melbourne)
SLE234,Microbiology,Burwood (Melbourne)
SLE235,Chemical Systems,Burwood (Melbourne)
SLE237,Biogeography,Burwood (Melbourne)
SLE251,Research Methods and Data Analysis,Burwood (Melbourne)
SLE254,Genetics and Genomics,Burwood (Melbourne)
SLE301,Professional Practice,Burwood (Melbourne)
SLE302,Wildlife Field Studies,Burwood (Melbourne)
SLE303,Managing Environmental Projects,Burwood (Melbourne)
SLE305,"Integrating Marine, Coastal and Catchment Management",Burwood (Melbourne)
SLE307,Behavioural Ecology,Burwood (Melbourne)
SLE308,Policy Instruments for Sustainability,Burwood (Melbourne)
SLE309,Wildlife Conservation,Burwood (Melbourne)
SLE310,Pest Plants and Animals,Burwood (Melbourne)
SLE314,Research Project,Burwood (Melbourne)
SLE317,Australian Vegetation and Its Management,Burwood (Melbourne)
SLE318,Synthetic and Medicinal Chemistry,Burwood (Melbourne)
SLE320,Resource Efficiency and Waste Management,Burwood (Melbourne)
SLE321,Molecular Biology Techniques,Burwood (Melbourne)
SLE322,Landscape Ecology,Burwood (Melbourne)
SLE323,Advanced Topics in Biomedical Science,Burwood (Melbourne)
SLE324,Australian Vertebrates,Burwood (Melbourne)
SLE330,Materials Chemistry,Burwood (Melbourne)
SLE332,Geographic Information Systems for Environmental Scientists,Burwood (Melbourne)
SLE334,Medical Microbiology and Immunology,Burwood (Melbourne)
SLE338,Electrochemistry for a Sustainable Future,Burwood (Melbourne)
SLE339,Human Genetics and Genomics,Burwood (Melbourne)
SLE340,Genomes and Bioinformatics,Burwood (Melbourne)
SLE341,Ecological and Conservation Genetics,Burwood (Melbourne)
SLE346,Molecular Basis of Disease,Burwood (Melbourne)
SLE350,Marine Wildlife,Burwood (Melbourne)
SLE352,Community Science Project,Burwood (Melbourne)
SLE360,Australian Invertebrates,Burwood (Melbourne)
SLE370,Evolution,Burwood (Melbourne)
SLE390,Professional Practice in Bioscience,Burwood (Melbourne)
SLE395,Palaeobiology,Burwood (Melbourne)
SLE420,Honours Biology Research 1A,Burwood (Melbourne)
SLE421,Honours Biology Research 1B,Burwood (Melbourne)
SLE422,Honours Biology Research 2,Burwood (Melbourne)
SLE423,Honours Biology Research 3,Burwood (Melbourne)
SLE440,Honours Environmental Science Research 1A,Burwood (Melbourne)
SLE441,Honours Environmental Science Research 1B,Burwood (Melbourne)
SLE442,Honours Environmental Science Research 2,Burwood (Melbourne)
SLE443,Honours Environmental Science Research 3,Burwood (Melbourne)
SLE451,Science Professionalism,Burwood (Melbourne)
SLE452,Research Design and Data Analysis,Burwood (Melbourne)
SLE725,Environmental Management Systems,Burwood (Melbourne)
SLE740,Climate Change Adaptation and Mitigation,Burwood (Melbourne)
SLE741,Regional Development Economics and Planning,Burwood (Melbourne)
