code,title,credit,type
MATH471,Honours Topics in Mathematics A,6,4
MATH472,Honours Topics in Mathematics B,6,4
MATH491,Mathematics Honours Thesis,12,4
MATH492,Mathematics Advanced Honours Thesis,18,4
MATH493,Medical Mathematics Honours Thesis,12,4
MECH409,Micro/Nano Robotic Systems,6,4
MECH419,Finite Element Methods in Engineering,6,4
MECH421,Manufacturing Process Analysis,6,4
MECH423,Design for Manufacturing,6,4
MECH426,"Storage, Flow and Mechanical Conveying of Bulk Solids",6,4
MECH442,Sustainable Energy in Buildings,6,4
MECH470,Applied Topics in Mechatronics,6,4
MECH474,Reliability Engineering,6,4
MECH487,Systems Analysis for Maintenance Management,6,4
MECH489,Engineering Asset Management,6,4
MEDI405,Preliminary Research  Project,12,4
MINE416,Mine Valuation,6,4
MINE422,Mine Planning and Development,6,4
PHYS402,Atmospheric Remote Sensing and Inverse Methods,6,4
PHYS457,Research Project,24,4
PHYS458,Research Project,12,4
PHYS461,Radiobiology and Radiation Protection,6,4
PHYS462,Medical Imaging,6,4
PHYS463,Nuclear Medicine,6,4
PHYS466,Research Methods,6,4
PHYS472,Relativity and Cosmology,3,4
PHYS473,Electromagnetism,3,4
PHYS474,Quantum Mechanics,6,4
PHYS476,Solid State Physics,6,4
RESH402,Responsible Research,6,4
RESH403,BRes Research Proposal,6,4
RESH404,iAccelerate/Start-up Learning Program,6,4
SCIE404,Research Frontiers in Science,6,4
SMAH402,Perspectives in science: A critical appraisal of conspiracy theories,6,4
SMAH404,Critical thinking and innovation in Science,6,4
SOWK402,Collaborative Research Approaches,6,4
SOWK404,Approaches and Skills: Community Work,6,4
SOWK406,Advanced Social Work Practice and Skills,12,4
SOWK408,Social Work Honours Research,12,4
SOWK409,Advanced Practice in Social Work (Honours),6,4
SOWK410,Supervised Professional Practice II,18,4
SOWK442,International Social Work,6,4
STAT451,Advanced Topics in Statistics A,12,4
STAT452,Advanced Topics in Statistics B,12,4
STAT491,Statistics Honours Thesis,12,4
STAT492,Statistics Advanced Honours Thesis,18,4
STAT493,Medical Statistics Honours Thesis,12,4
