code,title,meta
MNG91002,Entrepreneurship (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Introductory        
CMP91020,Emerging Technology in Business (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Introductory        
ISY91015,Information Systems Analysis and Design (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Introductory        
MNG10719,Organisational Behaviour: Power and the Human Resource Management Activist (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
MNG10718,Strategic Architecture of Organisations (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
MNG10717,Culture and Change Implementation (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
MNG10716,Organisational Stakeholder Management (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
MNG10715,Designing Workforces for Human Resource Management (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MNG10714,The Human Resource Management Expert Practitioner (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MNG10713,Understanding the Business Environment (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MNG10697,Aviation Management (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
MNG10696,International Tourism Destinations (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MNG10476,Professional Development for the Workplace (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MNG10291,The Cruise Business (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MNG10253,Sustainable Business Management (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
MNG10247,Managing Organisations (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
MNG10228,Production Management for Conventions and Events (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MNG10226,Event Operations Management (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MNG10002,Introduction to Professional Practice (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
MNG03419,Gastronomic Tourism (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Introductory        
MNG03237,Tourism and Hotel Internship (2020),Unit type: PG Coursework UnitCredit points: 24AQF level:  9Level of learning:  Advanced        
MNG03236,Business Professional Development (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Introductory        
MNG03218,Managing Information Systems (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Advanced        
LAW10069,Veterans Law I (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW10068,Law and Government Decision Making (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW10004,Australian Criminal Law II (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW10003,Contract Law II (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW10002,Australian Criminal Law I (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
LAW10001,Contract Law I (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
LAW01125,Stock Exchange and Finance Law (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00720,Legal Studies (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Introductory        
LAW00529,Restorative Justice (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00527,Corporations Law (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00526,International Criminal Justice (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
LAW00525,Cyberlaw (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00524,Independent Legal Research (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Advanced        
LAW00523,Commercial Law (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00522,Human Rights (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
LAW00521,International Law (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00520,The Philosophy of Law (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00519,Professional Conduct (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
LAW00516,Advanced Advocacy (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00514,Criminology (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00216,Mediation Practice and Procedure (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00214,Mediation and Dispute Resolution (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
LAW00150,Introduction to Business Law (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
LAW00128,"Interviewing, Negotiation and Ethics (2020)",Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
LAW00126,Competition and Consumer Law (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00125,Information Technology and the Law (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
LAW00124,International Business Law (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00123,Law Placement (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
LAW00122,Clinical Legal Experience (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00121,Intellectual Property (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
LAW00120,Victimology (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00118,Environmental Law (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00117,Administrative Law (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
LAW00116,Property Law (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00115,Equity (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00114,Evidence and Civil Procedure (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00112,Constitutional Law (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
LAW00111,Legal Process (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
LAW00108,Legal and Conveyancing Practice (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
LAW00107,Conveyancers Professional Practice (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
HMS00423,Sustainable Tourism (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
HMS00328,Motor Learning (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
HMS00223,Professional Preparation (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
HMS00203,Sports Conditioning and Training Methods (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
HLT30002,Clinics in Multimodal Intervention: Internal (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
HLT30001,Simulated and Actual Internal Clinics: Mixed Caseload (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
HLT10601,Transition to Professional Practice (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
HLT10600,Advanced Fieldwork (2020),Unit type: UG Coursework UnitCredit points: 36AQF level:  7Level of learning:  Advanced        
HLT10597,Mental Function (Psychosocial) Assessments and Interventions (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
HLT10596,Work and Employment Occupations (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
HLT10595,"Education, Leisure and Play Occupations (2020)",Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
HLT10594,Evaluation of Occupational Therapy Programs (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
HLT10593,Mental Function (Cognition) Assessments and Interventions (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
HLT10592,Occupational Therapy Theory and Practice (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
HLT10591,Regional Rural Remote Fieldwork (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
HLT10590,Home and Community Occupations (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
HLT10589,Lifespan Development and Occupational Transitions (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
HLT10588,Musculoskeletal and Reduced Energy Assessments and Interventions (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
HLT10586,Learning and Applying Knowledge for Individuals and Groups (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
HLT10585,Sensory Motor Assessments and Interventions (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
HLT10584,Mobility and Personal Care Occupations (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
HLT10582,Introduction to Occupational Therapy and Human Occupations (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
HLT10486,Osteopathic Studies VI (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
HLT10485,Osteopathic Studies V (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
HLT10484,Osteopathic Studies IV (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
HLT10483,Osteopathic Studies III (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
HLT10482,Osteopathic Studies II (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
HLT10481,Osteopathic Studies I (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
HIS10726,Australian Cultural History (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
HIS10725,US History: From Reconstruction to Globalization (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
HIS10018,"Writing Place: Landscapes, Memory, History (2020)",Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
HIS10016,Making History (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
HIS00235,Community History Research Project (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
HEA10001,Introduction to Science for Health Professions (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  6Level of learning:  Introductory        
HEA00332,Exercise Psychology (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
HEA00331,Principles of Behaviour in Physical Activity (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
GLY03113,Geographical Information Systems (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Intermediate        
GLY00232,Coastal Biogeochemistry (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
GLY00223,Introduction to Geographic Information Systems (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
GLY00201,Earth Systems I: The Lithosphere (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
FOR03107,Plantation Silviculture (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Advanced        
FOR03083,Measuring Trees and Forests (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Advanced        
FOR00112,Product Development and Marketing (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Intermediate        
FOR00110,Natural Resources Policy (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
FOR00106,Wood Science and Utilisation (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
FOR00105,Plantation Silviculture (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
FOR00102,Measuring Trees and Forests (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
FOR00101,Plant Physiology and Ecology (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
FOR00100,Fire Ecology and Management (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
FIN10712,Financial Risk Management (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
FIN10711,Portfolio Management (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
FIN10709,Foundations of Finance (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
FIN10708,Finance and Investment for Business (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
FIN10254,"Financial Institutions, Instruments and Markets (2020)",Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
FIN10252,Financial Planning (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
FIN00126,International Finance (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
ENV10702,Food Ecology (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
ENV10656,Extension and Professional Practice in Natural Resource Management (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
ENV03398,Environment and Development (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Advanced        
ENV00224,Internship Study (2020),Unit type: UG Coursework UnitCredit points: 24AQF level:  7Level of learning:  Advanced        
ENS00203,Earth Systems II: The Hydrosphere (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
ENP10646,Food Technology as an Enterprise (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MUS72007,Specialist Studies IV (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MUS72006,Specialist Studies III (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MUS71008,Specialist Studies II (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
MUS73015,Creative Music Practice V (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
MUS71002,Musicianship II (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
MUS71001,Musicianship I (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
MUS71010,Instrumental Techniques I (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
MUS73001,The Portfolio Career Musician (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
MUS72003,Musicianship III (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
MNG72005,International Business (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
CMM91025,Social and Emotional Competence in the Workplace (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Introductory        
CMM91010,Healthcare Professional Portfolio A (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Introductory        
HEA93001,Leading Change in Healthcare (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Advanced        
HEA93020,Principles and Practice of Clinical Accountability (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Advanced        
CMM93002,Leadership and Management in Health (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Intermediate        
GLY93010,Frontiers in Marine Science II,Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Advanced        
MNG93218,Industry Research Project: Part B (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Advanced        
MNG91214,Strategic Knowledge Management (Online) (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Introductory        
MNG93217,Industry Research Project: Part A (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Advanced        
MNG91215,Organisational Change and Development (Online) (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Introductory        
FOR03105,Fire Ecology and Management (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Advanced        
FOR03085,Native Forests Silviculture (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Advanced        
FOR03081,Forest Health: Pest and Disease Management (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Intermediate        
FOR00107,Forest Health: Pest and Disease Management (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
FOR00103,Native Forest Silviculture (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
ENV00207,Environmental Planning (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
ENS00218,Waste Technology (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
BIO03099,Marine Pollution (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Advanced        
FOR03106,Plant Physiology and Ecology (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Intermediate        
WRI20004,Writing Lives (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
WRI20003,Writing Poetry (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
WRI20002,Introduction to Editing and Publishing (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
WRI20001,Writing for Young People (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
WRI10003,Short Story Writing (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
WRI10002,"The Nature of Narrative: Self, Time, Place and the Environment (2020)",Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
WRI10001,Introduction to Creative Writing (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
WEL91007,Social Work Field Placement Ib (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Intermediate        
WEL91006,Social Work Field Placement Ia (2020),Unit type: PG Coursework UnitCredit points: 24AQF level:  9Level of learning:  Intermediate        
WEL91005,Social Work Direct Practice II (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Intermediate        
WEL91004,Social Work Direct Practice I (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Introductory        
WEL91003,Social Work Foundations for Practice (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Introductory        
WEL91002,Social Policy and Law for Social Work (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  9Level of learning:  Introductory        
TCH10709,Introduction to Secondary Teaching (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
TCH10522,Education and Care II: Infants and Toddlers (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
TCH10521,Education and Care I: Preschoolers (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
TCH10519,Leadership and Advocacy in Early Childhood (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
TCH10518,Early Childhood Matters (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
TCH10517,Early Childhood Principles and Practice (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
TCH10515,Play and Pedagogies in the Early Years (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
TCH10175,Curriculum Specialisation: English II (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
TCH10174,Curriculum Specialisation: English I (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
TCH10008,Curriculum Specialisation: Human Society and its Environment II (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
TCH10007,Curriculum Specialisation: Human Society and its Environment I (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
TCH10005,Positive Behaviour Support (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
TCH03412,Being a Researcher: Career Development and Planning (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Introductory        
TCH03410,Community Engagement: Scholarship and Practice (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Introductory        
TCH03194,Assessment and Learning in Higher Education (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Advanced        
TCH03193,Foundations of Academic Practice in Higher Education (2020),Unit type: PG Coursework UnitCredit points: 12AQF level:  8Level of learning:  Introductory        
SUR00201,Environmental Mapping (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
SPT40002,Assessment and Intervention of Communication and Swallowing: Clinical Cases (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
SPT40001,Assessment and Intervention of Communication and Swallowing: Clinical Placements (2020),Unit type: UG Coursework UnitCredit points: 24AQF level:  7Level of learning:  Advanced        
SPT30004,Fluency: Theory and Practice (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
SPT30003,Language in Adults: Theory and Practice (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
SPT30002,Neurogenic Speech Disorders in Adults and Children (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
SPT20007,Working in Culturally and Linguistically Diverse Contexts and in Rural and Remote Settings (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
SPT20006,Paediatric Speech and Language Internal Clinic (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
SPT20005,"Speech, Voice and Hearing Sciences (2020)",Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
SPT20004,Neurology for Speech Pathology (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
SPT20003,Appraising and Applying Research Findings Across Disciplines (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
SPT20002,"Speech, Language and Literacy in Children: Theory and Practice (2020)",Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Intermediate        
SPT10002,Phonetics and Linguistics for Speech Pathology (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
SPT10001,Introduction to the Speech Pathology Profession (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Introductory        
SOY10114,Independent Project (2020),Unit type: UG Coursework UnitCredit points: 12AQF level:  7Level of learning:  Advanced        
