Code,Title,Previously,Availability,Credit Points
PEN523,Advanced Topics in Physics and Nanotechnology: Experimental,2014: PEC423,"MURDOCHMURDOCH: S2-internal, S2-external",3
PEN530,Advanced Topics in Physics and Nanotechnology: Theoretical,2014: PEC430,"MURDOCHMURDOCH: S1-internal, S1-external",3
PEN540,Physics for Teaching Secondary (7-10),,"MURDOCHMURDOCH: S2-internal, S2-external",3
PEN589,Honours Thesis in Physics and Nanotechnology,2014: PEC4089,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",12
PEN590,Energy Systems,2014: PEC590,"MURDOCHMURDOCH: S2-internal, S2-external",3
PEN591,Energy Policy,2014: PEC591,"MURDOCHMURDOCH: S2-internal, S2-external",3
PEN592,Energy in Society,2014: PEC592,"MURDOCHMURDOCH: S1-internal, S1-external, S2-external",3
PEN593,Energy Economics,2014: PEC593,"MURDOCHMURDOCH: S1-internal, S1-external",3
PEN594,Energy Auditing and  Management,2014: PEC594,"MURDOCHMURDOCH: S1-internal, S1-external",3
PEN597,Climate Change Science and Policy,,"MURDOCHMURDOCH: S1-internal, S1-external",3
PEN598,Carbon Management,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",3
PEN599,Honours Thesis in Physics and Nanotechnology,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",15
PEN623,Renewable Energy Systems Design,2014: PEC623,"MURDOCHMURDOCH: S1-internal, S1-external",3
PEN624,Renewable and Sustainable Energy Dissertation,2014: PEC624,"MURDOCHMURDOCH: H-internal, H-external, Y-internal, Y-external",12
PEN628,Sustainable Energy Development,,"MURDOCHMURDOCH: S2-internal, S2-external",6
PEN637,Applied Solar Photovoltaics,,MURDOCHMURDOCH: S2-internal,3
PEN639,Wind Energy and Hydroelectricity,,"MURDOCHMURDOCH: S2-internal, S2-external",3
PEN670,Energy Efficient Buildings,2014: PEC670,"MURDOCHMURDOCH: S1-internal, S1-external",3
PHL130,Introduction to Philosophy,,"MURDOCHMURDOCH: S2-internal, S2-external",3
PHL131,Critical and Creative Thinking,,"MURDOCHMURDOCH: S1-internal, S1-external",3
PHL204,"Philosophy, Politics, Economics",,Not available,3
PHL205,Metaphysics: Conceptual Engineering,,Not available,3
PHL206,"Ethics, Responsibility and Justice",,MURDOCHMURDOCH: UA3-internal,3
PHL207,Existentialism,2015: 'Existence and Freedom',"MURDOCHMURDOCH: S2-internal, S2-external",3
PHL209,Artificial Minds vs Real Thoughts,,Not available,3
PHL210,"Applied Ethics: Environment, Animals and Society",,Not available,3
PHL216,Wellbeing and the Good Life,,MURDOCHMURDOCH: S1-internal,3
PHL217,Meaning and Interpretation,,"MURDOCHMURDOCH: S1-internal, S1-external",3
PHL221,Film and Philosophy,,Not available,3
PHL222,"Science, Power, Knowledge",,"MURDOCHMURDOCH: S2-internal, S2-external",3
PHL283,Special Topics in Philosophy,,Not available,3
PHL377,Philosophy in Practice,,"MURDOCHMURDOCH: S2-internal, S2-external",3
PHL383,Special Topics in Philosophy,2014: PHL483,Not available,3
PHL589,Honours Thesis in Philosophy,2014: PHL4089,"MURDOCHMURDOCH: S1-internal, S2-internal",12
PHO101,Digital Imaging,,MURDOCHMURDOCH: S2-internal,3
PHO124,Photography 1,2013: MCC1242013: 'Photography and Digital Imaging',"MURDOCHMURDOCH: S1-internal, S2-internal",3
PHO202,Photo Documentary,,MURDOCHMURDOCH: S2-internal,3
PHO203,Photography 2,,MURDOCHMURDOCH: S1-internal,3
PHO204,Visual Literacy,,MURDOCHMURDOCH: S1-internal,3
PHO305,Photographic Culture,,MURDOCHMURDOCH: S2-internal,3
PHO306,Photographic Studio,,MURDOCHMURDOCH: S1-internal,3
PHO312,Media Projects,,MURDOCHMURDOCH: S2-internal,3
PHO330,Professional Placement in Digital Media,,Not available,3
PHO561,Honours Topic in Photography A,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",3
PHO562,Honours Topic in Photography B,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",3
PHO569,Honours Thesis in Photography,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",12
POL133,"Politics, Power and Policy",2016: 'Introduction to Politics',"MURDOCHMURDOCH: S2-internal, S2-external",3
POL140,Business and Politics,,"MURDOCHMURDOCH: S2-internal, S2-external",3
POL161,Understanding International Politics,2014: 'Asia-Pacific in the Global System',"MURDOCHMURDOCH: S2-internal, S2-external",3
POL192,Perspectives on Security and Terrorism,,"MURDOCHMURDOCH: S1-internal, S1-external",3
POL201,"Global Justice, Aid and Security",,"MURDOCHMURDOCH: S2-internal, S2-external",3
POL202,Policing and the Politics of Counterterrorism,,"MURDOCHMURDOCH: S2-internal, S2-external",3
POL219,Special Topic: From Al Qaeda to the Islamic State: Assessing Terror Threats,2013: POL2191,Not available,3
POL226,Sex and Gender Matters,,MURDOCHMURDOCH: S2-external,3
POL228,"Democracy, Dictatorship and Capitalism",,"MURDOCHMURDOCH: S2-internal, S2-external",3
POL232,Military Force and Counterterrorism,,"MURDOCHMURDOCH: S1-internal, S1-external",3
POL234,Terrorism in a Globalised World,,"MURDOCHMURDOCH: S1-internal, S1-external",3
POL236,US Policies and Global Security,,"MURDOCHMURDOCH: S1-internal, S1-external",3
POL246,Public Policy Analysis,,"MURDOCHMURDOCH: S2-internal, S2-externalKAPLAN-SGPKAPLAN-SGP: TMA-internal",3
POL298,International Political Economy,,"MURDOCHMURDOCH: S1-internal, S1-external",3
POL301,Public Policy Project,,MURDOCHMURDOCH: S2-internal,3
POL331,Australian Democracy in Doubt,,"MURDOCHMURDOCH: S1-internal, S1-external",3
POL332,Administering Global Governance and Global Business,,"MURDOCHMURDOCH: S2-internal, S2-external",3
POL334,Middle East Politics and Security,,"MURDOCHMURDOCH: S2-internal, S2-external",3
POL337,Terrorism and Political Violence in South Asia,,"MURDOCHMURDOCH: S1-internal, S1-external",3
POL338,"Politics and Security in South-East Asia: Terrorists, Gangsters and the State",,"MURDOCHMURDOCH: S1-internal, S1-external",3
POL340,Public Policy Internship,2015: 'Parliamentary and Public Sector Internship',"MURDOCHMURDOCH: S2-internal, S2-external",6
POL341,Global Politics and Policy Research Paper,,"MURDOCHMURDOCH: S2-internal, S2-external",3
POL345,International Security Studies,,"MURDOCHMURDOCH: S1-internal, S1-external",3
POL500,Honours Topic in Global Politics and Policy,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, SUM-internal, SUM-external",3
POL501,Honours Research Seminar,,Not available,6
POL579,Honours Thesis in Global Politics and Policy,2014: POL4079,"MURDOCHMURDOCH: S1-internal, S2-internal",12
PRO101,Introduction to Social Media,,Not available,3
PRO107,Introduction to Public Relations,2013: MCC107,Not available,3
PRO204,Public Relations Strategy,,KAPLAN-SGPKAPLAN-SGP: TMA-internal,3
PRO259,Media Relations,,KAPLAN-SGPKAPLAN-SGP: TMA-internal,3
PRO285,Public Relations in Society,,"KAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
PRO302,Public Relations Project,,"KAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
PRO307,Campaign Management,,KAPLAN-SGPKAPLAN-SGP: TMA-internal,3
PRO325,Public Relations Internship,2015: MCC3252015: 'Professional Placement'; 2013: 'Professional Placement in Media Communication and Culture',Not available,3
PRO345,Issues and Crisis Management,,"KAPLAN-SGPKAPLAN-SGP: TJA-internal, TSA-internal",3
PRO561,Honours Topic in Public Relations A,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",3
PRO562,Honours Topic in Public Relations B,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",3
PRO569,Honours Thesis in Public Relations,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",12
PSY101,Introduction to Cultural Psychology,2016: 'Introduction to Cultural and Community Psychology',"MURDOCHMURDOCH: S1-internalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal, TSA-internal",3
PSY1011,Introduction to Cultural Psychology,,"DUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",3
PSY141,Introduction to Psychological Science,,"MURDOCHMURDOCH: S1-internal, S2-internalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal, TSA-internal",3
PSY1411,Introduction to Psychological Science,,DUBAI-ISCDUBAI-ISC: TMD-internal,3
PSY172,Introduction to Psychological Health and Wellbeing,,MURDOCHMURDOCH: S2-internal,3
PSY173,Introduction to Psychological Research Methods,,"MURDOCHMURDOCH: S2-internalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal, TSA-internal",3
PSY1731,Introduction to Psychological Research Methods,,DUBAI-ISCDUBAI-ISC: TMD-internal,3
PSY250,Psychology: Special Topics in Psychology,2015: 'Psychology: Research Topics in Psychology',Not available,3
PSY251,Psychology: Biological Bases of Behaviour,,"MURDOCHMURDOCH: S1-internalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal, TSA-internal",3
PSY285,Psychology: Social Bases of Behaviour,,"MURDOCHMURDOCH: S2-internalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal, TSA-internal",3
PSY286,Psychology: Human Development,,"MURDOCHMURDOCH: S1-internalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal, TSA-internal",3
PSY287,Psychology: Evolved Social Cognition,,"MURDOCHMURDOCH: S1-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal, TSA-internal",3
PSY294,Psychology: Cognitive Processes,2014: PSY394,"MURDOCHMURDOCH: S2-internalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal, TSA-internal",3
PSY297,Psychology: Sensation and Perception,2014: PSY397,MURDOCHMURDOCH: S2-internal,3
PSY380,Psychology: Psychological Research Placement,,"MURDOCHMURDOCH: H-placement, S1-placement, S2-placement, Y-placement",3
PSY388,Psychology: Abnormal Behaviour,2014: PSY288,"MURDOCHMURDOCH: S2-internalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal, TSA-internal",3
PSY389,Psychology: Drugs and Dependence,2014: PSY289,MURDOCHMURDOCH: S1-internal,3
PSY391,Psychology: Individual Differences and Performance,,"MURDOCHMURDOCH: S1-internalDUBAI-ISCDUBAI-ISC: TMD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal, TSA-internal",3
PSY392,Psychology: Family Relations and Social Development,,"MURDOCHMURDOCH: S2-internalDUBAI-ISCDUBAI-ISC: TSD-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal, TSA-internal",3
PSY393,Psychology: The Developing Mind,,"MURDOCHMURDOCH: S1-internalKAPLAN-SGPKAPLAN-SGP: TJA-internal, TMA-internal, TSA-internal",3
PSY396,Psychology: Cognitive Neuroscience,2016: 'Psychology: Cognitive and Developmental Neuroscience',MURDOCHMURDOCH: S2-internal,3
PSY412,Psychology: Fourth Year Seminar,,Not available,4
PSY431,Psychology: Principles of Psychological Assessment,,Not available,4
PSY436,Psychology: Principles and Processes of Interventions,,Not available,4
PSY441,Psychology: Fourth Year Project,,Not available,8
PSY444,BPsych Practical Skills,2015: 'BPsych Practical Placements',Not available,4
PSY501,Psychology: Honours Seminar,2013: PSY411,MURDOCHMURDOCH: S1-internal,3
PSY502,Clinical Psychology: Working with Health Problems,,MURDOCHMURDOCH: S2-internal,3
PSY505,Professional Practice and Organisational Consulting,,MURDOCHMURDOCH: S1-internal,3
PSY506,Organisation of Work,,MURDOCHMURDOCH: S2-internal,3
PSY5078,BA Honours Thesis in Psychology,,MURDOCHMURDOCH: Y-internal,15
PSY5099,BSc Honours Thesis in Psychology,,MURDOCHMURDOCH: Y-internal,15
PSY536,Psychology: Principles and Processes of Psychological Intervention,,MURDOCHMURDOCH: S2-internalKAPLAN-SGPKAPLAN-SGP: S2-internal,3
PSY537,"Clinical Psychology: Internal Practicum (Child, Youth and Family)",,"MURDOCHMURDOCH: H-placement, SUM-placement, Y-placement",3
PSY538,Clinical Psychology: Internal Practicum (Adult),,"MURDOCHMURDOCH: H-placement, SUM-placement, Y-placement",3
PSY541,Psychology Project,,"MURDOCHMURDOCH: H-internal, Y-internalKAPLAN-SGPKAPLAN-SGP: H-internal, Y-internal",12
PSY544,Psychology: Practical Skills,2015: 'Psychology: Practical Placement',MURDOCHMURDOCH: S2-internalKAPLAN-SGPKAPLAN-SGP: S2-internal,3
PSY552,Organisation of Work,,MURDOCHMURDOCH: S2-external,3
PSY563,Professional Practice and Organisational Consulting,,MURDOCHMURDOCH: S1-internal,3
PSY565,Clinical Psychology: Working with Adults,,MURDOCHMURDOCH: S1-internal,3
PSY567,Clinical Psychology: Neurodevelopmental & Neuropsychological Disorders Across the Lifespan,,MURDOCHMURDOCH: S2-internal,3
PSY568,Human Resources,,MURDOCHMURDOCH: S1-external,3
PSY570,Organisational Psychology: Practicum I,,MURDOCHMURDOCH: S2-internal,3
PSY598,Advanced Psychological Assessment,,MURDOCHMURDOCH: S1-internalKAPLAN-SGPKAPLAN-SGP: S1-internal,3
PSY599,Graduate Seminar in Psychology,,MURDOCHMURDOCH: S1-internalKAPLAN-SGPKAPLAN-SGP: S1-internal,3
PSY600,Applied Psychology Dissertation,,Not available,12
PSY601,Professional Psychology: Practicum 1 (Pre-Clinical),,MURDOCHMURDOCH: S1-internal,3
PSY602,Professional Psychology: Practicum 2 (Pre-Clinical),,"MURDOCHMURDOCH: S2-placement, SUM-placement, Y-placement",3
PSY603,Organisational Psychology: Practicum II,,"MURDOCHMURDOCH: S1-placement, S2-placement, SUM-placement, Y-placement",12
PSY604,Clinical Psychology: External Practicum,,"MURDOCHMURDOCH: S1-placement, S2-placement, SUM-placement, Y-placement",12
PSY605,Professional Psychology: Practicum 1 (Professional),,"MURDOCHMURDOCH: S1-placement, SUM-placement, Y-placement",3
PSY606,Professional Psychology: Practicum 2 (Professional),,"MURDOCHMURDOCH: S2-placement, SUM-placement, Y-placement",3
PSY607,Professional Psychology: Practicum 1 (Workplace Internship),,"MURDOCHMURDOCH: S1-placement, SUM-placement, Y-placement",3
PSY608,Professional Psychology: Practicum 2 (Workplace Internship),,"MURDOCHMURDOCH: S2-placement, SUM-placement, Y-placement",3
PSY609,Changing Behaviour in Policy and Practice: The Psychology of Influence,,Not available,3
PSY610,Professional Psychology: Research Project,,MURDOCHMURDOCH: Y-internal,3
PSY611,Work and Well-being,,"MURDOCHMURDOCH: S2-internal, S2-external",3
PSY612,Work and Well-being,2013: PSY612,"MURDOCHMURDOCH: S2-internal, S2-external",3
PSY655,Psychology: Advanced Research Methods,2013: PSY755,MURDOCHMURDOCH: Y-internal,2
PSY6551,Psychology: Advanced Research Methods,,MURDOCHMURDOCH: Y-internal,3
PSY662,Psychological Assessment: Theory and Method,,MURDOCHMURDOCH: Y-internal,3
PSY664,Clinical Psychology: Working with Children and Families,,MURDOCHMURDOCH: S1-internal,3
PSY669,Psychotherapy in Practice,2014: PSY569,MURDOCHMURDOCH: Y-internal,3
PSY690,Applied Psychology Dissertation,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",10
PSY700,Doctor of Psychology Thesis,,"MURDOCHMURDOCH: S1-internal, S2-internal, SUM-internal, Y-internal",48
PSY701,Doctor of Psychology (Organisational): Practicum I,,"MURDOCHMURDOCH: S1-placement, S2-placement, Y-placement",6
PSY702,Doctor of Psychology (Organisational): Practicum II,,"MURDOCHMURDOCH: S1-placement, S2-placement, Y-placement",6
PSY703,Doctor of Psychology (Clinical): Research Integrated Practicum I,2016: 'Doctor of Psychology (Clinical): Practicum I',"MURDOCHMURDOCH: S1-placement, S2-placement, SUM-placement, Y-placement",6
PSY704,Doctor of Psychology (Clinical): Research Integrated Practicum II,2016: 'Doctor of Psychology (Clinical): Practicum II',"MURDOCHMURDOCH: S1-placement, S2-placement, SUM-placement, Y-placement",6
PSY755,Psychology: Advanced Research Methods,,MURDOCHMURDOCH: Y-internal,0
PSY920,Research Studies -- Psychology,,"MURDOCHMURDOCH: R1-internal, R2-internal, RAU-internal",12
RAD105,Introduction to Radio,2013: MCC1052013: 'Introduction to Radio and Sound Production',MURDOCHMURDOCH: S2-internal,3
RAD301,Creative Radio,,MURDOCHMURDOCH: S2-internal,3
RAD316,Radio Projects,2015: 'Communication Projects',Not available,3
RAD325,Radio Professional Placement,,"MURDOCHMURDOCH: S1-placement, S2-placement, SUM-placement, W-placement",3
RAD374,Popular Music,,MURDOCHMURDOCH: S2-internal,3
RAD561,Honours Topic in Radio A,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",3
RAD562,Honours Topic in Radio B,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",3
RAD569,Honours Thesis in Radio,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",12
REL101,World Religions,,Not available,3
REL102,Religion and Popular Culture,,"MURDOCHMURDOCH: S2-internal, S2-external",3
REL204,The Bible: Fact or Fiction?,,Not available,3
REL205,Gods and Government in the Graeco-Roman World,,Not available,3
REL207,Biblical Hebrew I,,Not available,3
REL208,Biblical Hebrew II,,Not available,3
REL209,New Testament Greek I,2013: THE103,MURDOCHMURDOCH: S1-internal,3
REL210,New Testament Greek II,2013: THE203,Not available,3
REL311,Seminar in the Study of Religion,,Not available,3
REL312,Religion in the Ancient World,2015: 'Wisdom from the Ancient Near East',Not available,3
REL569,Honours Thesis in Religion,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",12
SCR100,Introduction to the Screen,2013: MCC116,MURDOCHMURDOCH: S1-internal,3
SCR101,Screen Production 1,2013: MCC1282013: 'Screen Production I',"MURDOCHMURDOCH: S1-internal, S2-internalDUBAI-ISCDUBAI-ISC: TJD-internal",3
SCR1011,Screen Production 1,,Not available,3
SCR102,Introduction to Documentary,,MURDOCHMURDOCH: S2-internalDUBAI-ISCDUBAI-ISC: TJD-internal,3
SCR200,Writing for the Screen,,MURDOCHMURDOCH: S1-internal,3
SCR201,Screen Production 2,,MURDOCHMURDOCH: S1-internalDUBAI-ISCDUBAI-ISC: TJD-internal,3
SCR204,Documentary Production,,MURDOCHMURDOCH: S2-internalDUBAI-ISCDUBAI-ISC: TJD-internal,3
SCR222,Directing and Producing,2014: 'Professional Development',MURDOCHMURDOCH: S2-internal,3
SCR300,Documentary,,Not available,3
SCR303,Factual Production,2015: 'Alternative Screens',MURDOCHMURDOCH: S1-internal,3
SCR312,Practical Film Skills,2014: 'Professional Craft Development',MURDOCHMURDOCH: S1-internalDUBAI-ISCDUBAI-ISC: TMD-internal,3
SCR348,Screen Theories,2014: 'Screen Texts',"MURDOCHMURDOCH: S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",3
SCR501,Post Production in Media Production,2016: MCC5101,Not available,6
SCR503,Special Project in Media Production,,Not available,3
SCR510,Advanced Topic in Media Production,,Not available,6
SCR538,Advanced Media Seminars,2016: MCC5382015: 'Advanced Media Projects',Not available,6
SCR550,Screen Writing and Development,,Not available,3
SCR561,Honours Topic in Screen Production A,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, Y-internal",3
SCR562,Honours Topic in Screen Production B,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",3
SCR569,Honours Thesis in Screen Production,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",12
SCR588,Professional Placement in Media Production,2016: MCC588; 2015: MCC6252013: 'Professional Placement in Media Communication and Culture',Not available,6
SHP501,Safety and Quality in Health Care,2013: NUR6012014: 'Quality and Safety in Health Care',"MURDOCHMURDOCH: S1-external, S2-externalDUBAI-ISCDUBAI-ISC: TMD-internal
OUA: S2-external",3
SHP510,Bioethics and Law for Health Care Leadership,2013: NUR610,"MURDOCHMURDOCH: S1-external, S2-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal
OUA: S2-external",3
SHP511,Leadership in Health Care,2013: NUR611,"MURDOCHMURDOCH: S1-external, S2-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal
OUA: S1-external, S2-external",3
SHP541,Health Policy in Australia and Beyond,,"MURDOCHMURDOCH: S1-external, S2-externalDUBAI-ISCDUBAI-ISC: TMD-internal
OUA: S1-external, S2-external",3
SHP600,Health Professions Masters Independent Study,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, SUM-internal, SUM-external, W-internal, W-external",3
SHP602,Human Factors: The Impact on Patient Safety,2013: NUR602,"MURDOCHMURDOCH: S2-externalDUBAI-ISCDUBAI-ISC: TSD-internal
OUA: S2-external",3
SHP603,Applied Health Services Project,,"MURDOCHMURDOCH: H-internal, H-external, Y-internal, Y-externalDUBAI-ISCDUBAI-ISC: TS21-internal, TS32-internal",6
SHP604,Reflective Practice in Health Management,,"MURDOCHMURDOCH: S2-externalDUBAI-ISCDUBAI-ISC: TMD-internal
OUA: S2-external",3
SHP605,Health Care Management Research Project,,"MURDOCHMURDOCH: H-internal, H-external, S1-internal, S1-external, S2-internal, S2-external, Y-internal, Y-external",9
SHP612,Managing in a Health Care Environment,2013: NUR612,"MURDOCHMURDOCH: S1-externalDUBAI-ISCDUBAI-ISC: TMD-internal
OUA: S1-external",3
SHP632,Applied Health Research Methods: From Research to Practice,2013: NUR632,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-externalMANDURAHMANDURAH: S1-external, S2-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal
OUA: S2-external",3
SHP638,Health Care Education,2013: NUR638,Not available,3
SHP639,Financial Management in Health Care,2013: NUR639,"MURDOCHMURDOCH: S1-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",3
SHP640,Health Services Project,2013: NUR640,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",6
SHP641,Clinical Governance,,MURDOCHMURDOCH: S1-external,3
SHP648,Internship,2013: NUR648,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",6
SOC134,Introduction to Sociology,,"MURDOCHMURDOCH: S1-internal, S1-external",3
SOC203,Youth Identities,2015: 'Australian Youth Culture',"MURDOCHMURDOCH: S2-internal, S2-external",3
SOC209,Religion and Society,,"MURDOCHMURDOCH: S1-internal, S1-external",3
SOC272,Special Topics in Sociology,,Not available,3
SOC313,Healthy Lifestyles,,"MURDOCHMURDOCH: S1-internal, S1-external",3
SOC569,Honours Thesis in Sociology,2014: SOC4069,"MURDOCHMURDOCH: S1-internal, S2-internal",12
SOU101,Introduction to Audio Production,,MURDOCHMURDOCH: S2-internal,3
SOU169,Introduction to Sound Studies,2013: MCC169,MURDOCHMURDOCH: S1-internal,3
SOU214,Sound Production,,MURDOCHMURDOCH: S1-internal,3
SOU268,Music Technology,,MURDOCHMURDOCH: S2-internal,3
SOU325,Sound Professional Placement,,Not available,3
SOU375,Game Audio,,MURDOCHMURDOCH: S1-internal,3
SOU376,Sound for Screen,,MURDOCHMURDOCH: S1-internal,3
SOU377,Soundtrack,,MURDOCHMURDOCH: S2-internal,3
SOU378,Advanced Sound Production,,MURDOCHMURDOCH: S2-internal,3
SOU561,Honours Topic in Sound A,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",3
SOU562,Honours Topic in Sound B,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",3
SOU569,Honours Thesis in Sound,,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",12
SUS100,Introduction to Sustainable Development,2013: STP108,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",3
SUS203,"Sustainability, Ecology and Communities",,"MURDOCHMURDOCH: S1-internal, S1-external",3
SUS207,Overseas Aid and International Development,,"MURDOCHMURDOCH: S1-internal, S1-external",3
SUS250,Special Topics in Sustainability,2013: SSH301,MURDOCHMURDOCH: SUM-internal,3
SUS301,Resilient Regions: Sustainability in Practice,2015: 'Sustainable Development Practice'; 2014: 'Sustainable Development',"MURDOCHMURDOCH: SUM-internal, SUM-external",3
SUS305,Economics of Sustainability,2014: 'Economics and Sustainability',"MURDOCHMURDOCH: W-internal, W-external",3
SUS309,International Aid and Development in Practice,2015: 'International Aid and Development',"MURDOCHMURDOCH: S2-internal, S2-external",3
SUS310,Sustainable Urban Communities,2014: 'Cities and Sustainability',"MURDOCHMURDOCH: S1-internal, S1-external",3
SUS331,Sustainable Development Internship Project,2016: 'Sustainability Internship Project',"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external",3
SUS500,Honours Topic in Sustainable Development,,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-external, SUM-internal, SUM-external",3
SUS501,Honours Thesis in Sustainable Development,2014: SUS401,"MURDOCHMURDOCH: S1-internal, S2-internal",12
SUS512,"Sustainability, Ecology and Communities",2013: STP612,"MURDOCHMURDOCH: S1-internal, S1-external",3
SUS523,Cities and Sustainability,2013: STP6322013: 'Sustainable Development Internship/Project',"MURDOCHMURDOCH: S1-internal, S1-external",3
SUS601,Special Topics in Sustainability,2013: SSH601,Not available,3
SUS611,Resilient Regions: People and Practice,2013: STP611,"MURDOCHMURDOCH: SUM-internal (quota of 120 places), SUM-external",3
SUS632,Sustainable Development Internship Project,2013: STP6322013: 'Sustainable Development Internship/Project',"MURDOCHMURDOCH: H-internal, H-external, S1-internal, S1-external, S2-internal, S2-external, SUM-internal, SUM-external, Y-internal, Y-external",6
SUS640,Special Topics in Sustainable Development,2013: STP640,Not available,3
SWM511,Critical Approaches to Development,2013: SSH5112016: 'Theories of Development'; 2013: 'Overseas Aid and Development',MURDOCHMURDOCH: S1-internal,3
SWM514,Global Public Health,,"MURDOCHMURDOCH: S2-internal, S2-external",3
SWM515,Public Sector Management,2013: SSH615,"MURDOCHMURDOCH: S1-internal, S1-external",3
SWM516,Policy Research and Evaluation,2013: SSH616,"MURDOCHMURDOCH: S1-internal, S1-external",3
SWM517,Health Policy and Governance,,"MURDOCHMURDOCH: S2-internal, S2-externalFTLEARNFTLEARN: FTL1-online",3
SWM518,Health Economics and Finance,,"MURDOCHMURDOCH: S1-internal, S2-internalFTLEARNFTLEARN: FTL2-online, FTL3-online",3
SWM519,Strategic Health Leadership and Management,,"MURDOCHMURDOCH: S1-internal, S1-external",3
SWM531,Health Data Analytics,2016: SWM655,Not available,3
SWM532,Financial Administration and Budgeting,,"MURDOCHMURDOCH: S1-internal, S1-external",3
SWM533,Principles of Health Informatics,2016: SWM6392016: 'Health Informatics',Not available,3
SWM611,"States, Social Forces and Development",,MURDOCHMURDOCH: S1-internal,6
SWM612,"Global Governance, Security and Economy",,MURDOCHMURDOCH: S1-internal,6
SWM613,Public Policy Perspectives,,MURDOCHMURDOCH: S2-internal,6
SWM617,Supervised Research Thesis,2013: SSH617,"MURDOCHMURDOCH: S1-internal, S2-internal",6
SWM6171,Supervised Research Thesis,,"MURDOCHMURDOCH: S1-internal, S2-internal",9
SWM618,Social Science Research Design,2013: SSH618,MURDOCHMURDOCH: S1-internal,3
SWM619,Research Internship,2013: SSH619,"MURDOCHMURDOCH: S1-internal, S2-internal",6
SWM6191,Internship Professional Placement,,MURDOCHMURDOCH: S1-internal,6
SWM620,Supervised Case Study Project,2013: SSH6202015: 'Advanced Policy Case Study',"MURDOCHMURDOCH: S1-internal, S2-internal, W-internal",3
