Code,Title,Previously,Availability,Credit Points
EDN377,Teaching Humanities and Social Sciences,2015: 'Humanities and Social Sciences Curriculum A (Secondary 7 - 10)',"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN378,Teaching Health,2015: 'Health and the Curriculum A (Secondary 7 - 10)',MURDOCHMURDOCH: S1E-internal,3
EDN410,Professional Experience: BEd Secondary,,MURDOCHMURDOCH: S1E-placement,3
EDN4100,Professional Experience: Programming Across the Curriculum,,"MURDOCHMURDOCH: ST1-internal, ST1-external",3
EDN4300,Final Professional Experience 2: Primary Teaching,2015: 'Professional Internship: Primary Teaching'; 2013: 'Professional Internship: BEd Primary',"MURDOCHMURDOCH: ST2-placement, ST3-placement",6
EDN4301,Final Professional Experience 2: Secondary Teaching,2015: 'Professional Internship: Secondary Teaching'; 2013: 'Professional Internship: BEd Secondary',"MURDOCHMURDOCH: ST2-placement, ST3-placement",6
EDN4302,Final Professional Experience 1: Primary Teaching,2015: 'Professional Internship: Preliminary Primary Teaching',Not available,3
EDN4303,Final Professional Experience 1: Secondary Teaching,2015: 'Professional Internship: Preliminary Secondary Teaching',Not available,3
EDN432,Early Childhood Learning Environments,2014: EDN238,"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN434,Final Professional Experience 1: Early Childhood Teaching (K - PP),2015: 'Professional Internship: Preliminary Early Childhood Teaching (K - PP)',Not available,3
EDN435,Final Professional Experience 2: Early Childhood Teaching (K - PP),2015: 'Professional Internship: Early Childhood Teaching (K - PP)',MURDOCHMURDOCH: ST3-placement,6
EDN441,Teaching Humanities and Social Sciences in Early Childhood and Primary,2016: 'Teaching Humanities and Social Sciences in Primary Years'; 2014: 'Teaching Society and the Environment in Primary Schools',"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN442,Teaching Science in Early Childhood and Primary,2016: 'Teaching Science in Primary Schools',"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN446,Adolescent Health and Development,,"MURDOCHMURDOCH: S2E-internal, S2E-external",3
EDN449,Inclusive Education,,"MURDOCHMURDOCH: S2E-internal, S2E-external",3
EDN451,Adolescent Family and Community Health,,MURDOCHMURDOCH: UA4-internal,3
EDN461,Language and Literacies in the Early Years,2014: 'Literacies and Numeracy in Early Years 1',"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN462,Mathematics and Numeracy in the Early Years,2014: 'Literacies and Numeracy in Early Years 2',"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN464,Health and Physical Education and the Curriculum (Primary),2014: 'Health and Physical Education and the Curriculum (Major)',MURDOCHMURDOCH: S1E-internal,3
EDN465,Professional Experience: Perspectives on Curriculum,2014: 'Perspectives on Curriculum',MURDOCHMURDOCH: ST1-placement,3
EDN471,Teaching Senior Secondary Drama,2015: 'Drama and the Curriculum B (Secondary 11 - 12)',MURDOCHMURDOCH: S1E-internal,3
EDN472,Teaching Senior Secondary English,2015: 'English and the Curriculum B (Secondary 11 - 12)',"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN473,Teaching Senior Secondary Mathematics,2015: 'Mathematics and the Curriculum B (Secondary 11 - 12)',MURDOCHMURDOCH: S1E-external,3
EDN474,Teaching Senior Secondary Physical Education,2015: 'Physical Education and the Curriculum B (Secondary 11 - 12)',MURDOCHMURDOCH: S1E-internal,3
EDN475,Teaching Senior Secondary Second/Foreign Languages,2015: 'Second/Foreign Languages and the Curriculum B (Secondary 11 - 12)',MURDOCHMURDOCH: S1E-internal,3
EDN476,Teaching Senior Secondary Science,2015: 'Science and the Curriculum B (Secondary 11 - 12)',MURDOCHMURDOCH: S1E-internal,3
EDN477,Teaching Senior Secondary Humanities and Social Sciences,2015: 'Humanities and Social Sciences Curriculum B (Secondary 11 - 12)',"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN478,Teaching Senior Secondary Health,2015: 'Health and the Curriculum B (Secondary 11-12)',MURDOCHMURDOCH: S1E-internal,3
EDN499,Quality Teaching Performance Assessment,,"MURDOCHMURDOCH: UW1-internal, UW1-external, YU2-internal, YU2-external",3
EDN500,Professional Experience in Early Childhood Education: Graduate,,MURDOCHMURDOCH: ST3-placement,6
EDN509,Inclusive Education: Contemporary Perspectives and Practices,2013: EDU609,"MURDOCHMURDOCH: S2E-internal, S2E-external",3
EDN510,Final Professional Experience 2: Secondary Graduate Diploma,2015: 'Professional Internship: Secondary Graduate Diploma',"MURDOCHMURDOCH: ST2-placement, ST3-placement",6
EDN511,Final Professional Experience 1: Secondary Graduate Diploma,2015: 'Professional Internship: Preliminary Secondary Graduate Diploma',Not available,3
EDN514,Professional Experience: Graduate Diploma Secondary,2014: EDN21612014: 'Professional Experience: Secondary Graduate Diploma',Not available,3
EDN515,Tribes TLC ™ Training and Cooperative Learning Skills and Research,,MURDOCHMURDOCH: WSP3-internal (quota of 40 places)DUBAI-ISCDUBAI-ISC: TSD-internal,3
EDN517,Learning and Teaching in Diverse Educational Communities,,MURDOCHMURDOCH: S2-externalDUBAI-ISCDUBAI-ISC: TSD-internal,6
EDN519,International Education: Issues and Practices,2015: EDN513; 2013: EDU6132015: 'International Education: Issues and Practices in Schools',"MURDOCHMURDOCH: S2-internal, S2-external, SUM-internalDUBAI-ISCDUBAI-ISC: TMD-internal, TSD-internal",3
EDN520,Advanced Principles and Practices in Early Childhood Education,,MURDOCHMURDOCH: S1-external,3
EDN521,Pedagogical Leadership in the Early Years,,Not available,3
EDN522,Integrated Early Childhood Curriculum for Educators,,MURDOCHMURDOCH: S2-external,3
EDN536,Professional Experience in Early Learning and Care Centres: Graduate,2016: EDN547,MURDOCHMURDOCH: ST2-placement,6
EDN537,Babies and Toddlers: Effective Pedagogies,2013: EDN4372016: 'Babies and Toddlers Growing and Learning',MURDOCHMURDOCH: S1-external,3
EDN538,Designing Early Childhood Learning Environments,,Not available,3
EDN540,Facilitating Lifelong Learning,2013: EDU440,"MURDOCHMURDOCH: S1E-internal, S1E-external",6
EDN541,Practical Methods of Instruction,,"MURDOCHMURDOCH: S1E-internal, S1E-externalDUBAI-ISCDUBAI-ISC: TJD-internal",3
EDN5411,Practical Methods of Instruction for Secondary School Science and Mathematics,,"MURDOCHMURDOCH: S2E-internal, S2E-external",3
EDN542,Teaching Secondary Mathematics (7-10),,MURDOCHMURDOCH: S1E-external,3
EDN544,Tertiary and Adult Education Policy,2013: EDU644,Not available,3
EDN546,Dynamics of Cultural Diversity in the Workplace and the Community,,"MURDOCHMURDOCH: S2-internal, S2-external",3
EDN549,Teaching Secondary Science (7-10),,MURDOCHMURDOCH: S1-external,3
EDN550,Transition to Teaching,,"MURDOCHMURDOCH: AU7-internal, AU7-external, SP2-internal, SP2-external",3
EDN5501,Transition to Teaching,,"MURDOCHMURDOCH: AU7-internal, AU7-external, SP2-internal, SP2-external",3
EDN552,Teaching Drama in Secondary Schools,,MURDOCHMURDOCH: S1E-internal,3
EDN553,Teaching English in Secondary Schools,,"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN554,Teaching Mathematics in Secondary Schools,,"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN556,Teaching Second/Foreign Languages,2015: 'Teaching Second/Foreign Languages in Secondary Schools',"MURDOCHMURDOCH: S1E-internal, S1E-externalDUBAI-ISCDUBAI-ISC: TSD-internal",3
EDN557,Teaching Science in Secondary Schools,,"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN558,Teaching Humanities and Social Sciences in Secondary Schools,,"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN561,Learners and Learning Environments,2015: 'Understanding the Learner and the Learning Environment',"MURDOCHMURDOCH: AU7-internal, AU7-external",3
EDN562,Numeracy and Learning,,"MURDOCHMURDOCH: AW1-internal, AW1-external",3
EDN563,Literacy and Learning,,"MURDOCHMURDOCH: AW1-internal, AW1-external",3
EDN564,Mathematics in the Primary Curriculum,,"MURDOCHMURDOCH: SS2-internal, SS2-external",3
EDN565,English in the Primary Curriculum,,"MURDOCHMURDOCH: SP2-internal, SP2-external",3
EDN566,Pedagogies for Literacy and Numeracy in the Early Years,,Not available,3
EDN567,Professional Experience: Strategies for Effective Teaching,,"MURDOCHMURDOCH: ST4-internal, ST4-external",3
EDN568,Strategies for Effective Learning and Teaching,,"MURDOCHMURDOCH: SP2-internal, SP2-external",3
EDN575,Opportunities with e-learning,2013: EDU675,MURDOCHMURDOCH: WSP3-internal,3
EDN581,"Adolescent, Family and Community Health",,"MURDOCHMURDOCH: SS2-internal, SS2-external",3
EDN582,Literacy and Numeracy in Secondary Education,,"MURDOCHMURDOCH: SP2-internal, SP2-external",3
EDN583,Professional Experience Secondary: Strategies for Effective Teaching,,"MURDOCHMURDOCH: ST4-internal, ST4-external",3
EDN584,Strategies for Effective Learning and Teaching in Secondary Schools,,"MURDOCHMURDOCH: SP2-internal, SP2-external",3
EDN588,Curriculum Development for Practitioners,2013: EDU688,"MURDOCHMURDOCH: S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TJD-internal",3
EDN591,Teaching English Years 7-10,,"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN592,Teaching Health Years 7-10,,MURDOCHMURDOCH: S1E-internal,3
EDN593,Teaching Humanities and Social Sciences Years 7-10,,"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN594,Teaching Mathematics Years 7-10,,MURDOCHMURDOCH: S1E-external,3
EDN595,Teaching Science Years 7-10,,"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN596,Teaching Physical Education Years 7 -10,,MURDOCHMURDOCH: S1E-internal,3
EDN597,Designing and Delivering Vocational Education and Training (VET) Programs,,"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDN611,Professional Experience: Differentiation within Diverse Contexts,,"MURDOCHMURDOCH: ST2-internal, ST2-external",3
EDN612,Diversity and Inclusion,2015: 'Understanding Diversity and Inclusion in Educational Settings',"MURDOCHMURDOCH: SP2-internal, SP2-external",3
EDN613,Integrated Curriculum in Primary Schools (HASS/HPE/Arts),2015: 'The Integrated Curriculum in Primary Schools (HASS/HPE/Arts)',"MURDOCHMURDOCH: AU7-internal, AU7-external",3
EDN614,Science in the Primary Curriculum,,"MURDOCHMURDOCH: AU7-internal, AU7-external",3
EDN615,Final Professional Experience: Research in Practice,,"MURDOCHMURDOCH: ST3-internal, ST3-external",6
EDN616,Research for Teaching,2015: 'Introduction to Research for Teachers',"MURDOCHMURDOCH: AW1-internal, AW1-external",3
EDN618,Professional Development Portfolio,2015: EDN518; 2013: EDU618,MURDOCHMURDOCH: S1-externalDUBAI-ISCDUBAI-ISC: TMD-internal,3
EDN669,Current Debates in Education,,"MURDOCHMURDOCH: S1-internal, S1-external",3
EDN671,Mentoring,2015: EDN571,MURDOCHMURDOCH: UA4-internalDUBAI-ISCDUBAI-ISC: TMD-internal,3
EDN672,Critical Perspectives in Early Childhood Education,,MURDOCHMURDOCH: S2-external,3
EDN679,Great Thinkers in Education,,Not available,3
EDN681,Final Professional Experience Secondary: Research in Practice,,"MURDOCHMURDOCH: ST3-internal, ST3-external",6
EDN690,Professional Experience-Secondary: Differentiation within Diverse Contexts,,"MURDOCHMURDOCH: AW1-internal, AW1-external",3
EDN691,Teaching English Years 11-12,,"MURDOCHMURDOCH: AU7-internal, AU7-external",3
EDN692,Teaching Health Years 11-12,,MURDOCHMURDOCH: AU7-internal,3
EDN693,Teaching Humanities and Social Sciences Years 11-12,,"MURDOCHMURDOCH: AU7-internal, AU7-external",3
EDN694,Teaching Mathematics Years 11-12,,MURDOCHMURDOCH: AU7-external,3
EDN695,Teaching Science Years 11-12,,"MURDOCHMURDOCH: AU7-internal, AU7-external",3
EDN696,Teaching Physical Education Years 11-12,,MURDOCHMURDOCH: AU7-internal,3
EDN697,Designing and Conducting Assessment in Vocational Education and Training (VET) Programs,,Not available,3
EDN781,Mixed Methods and Quantitative Research,,"MURDOCHMURDOCH: S2-external, WSP3-internal",3
EDU511,Special Topics in Education,,Not available,3
EDU604,"Different Englishes and Interpretations of Language, Culture and Identity",2013: 'Issues in Language Education',Not available,3
EDU610,Introduction to Research for Educators,2013: EDU603,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TSD-internal",6
EDU611,Special Topics in Education,,Not available,3
EDU615,Learning and Teaching with ICT,2013: EDU617,"MURDOCHMURDOCH: S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TSD-internal",3
EDU616,"Teaching, Learning and Working in Culturally Diverse Environments",,"MURDOCHMURDOCH: S1-internal, S1-externalDUBAI-ISCDUBAI-ISC: TJD-internal",3
EDU621,Australian Indigenous Education,2014: EDN525,"MURDOCHMURDOCH: S1E-internal, S1E-external",3
EDU645,Adult Learning in Education and Work,,MURDOCHMURDOCH: S2-external,3
EDU658,Critical Policy Analysis and Teachers' Work,2013: 'Education Policy and Teachers' Work',Not available,3
EDU660,Education Project,2013: EDU600,"MURDOCHMURDOCH: S1-internal, S1-external, S2-internal, S2-externalDUBAI-ISCDUBAI-ISC: TJD-internal, TMD-internal",6
EDU661,Student Engagement and Community Learning,2013: 'Connecting to Students' Lives',Not available,3
EDU700,Research in Education (Research Dissertation),,"MURDOCHMURDOCH: R1-internal, R1-external, R2-internal, R2-external, RAU-internal, RAU-external, RSP-internal, RSP-external",12
EDU701,Advanced Educational Research Seminar,,Not available,3
EDU743,Advanced Qualitative Approaches to Research,2013: 'Qualitative Approaches to Research',"MURDOCHMURDOCH: S1-internal, S1-external",3
EDU900,Research in Education (Research Dissertation),,"MURDOCHMURDOCH: R1-internal, R1-external, R2-internal, R2-external, RAU-internal, RAU-external, RSP-internal, RSP-externalROCKINGHAMROCKINGHAM: R1-internal, R1-external, R2-internal, R2-external, RAU-internal, RAU-external, RSP-internal, RSP-external",12
EGL123,"Texting I: Introduction to Literature, Writing and Performance",,"MURDOCHMURDOCH: S1-internal, S1-external",3
EGL124,"Texting II: Introduction to Literature, Writing and Performance",,"MURDOCHMURDOCH: S2-internal, S2-external",3
EGL220,Creative Writing: Extended Project,,"MURDOCHMURDOCH: S2-internal, S2-external",3
EGL231,Poetry: Sonnet to Slam,,"MURDOCHMURDOCH: S2-internal, S2-external",3
EGL232,Professional Writing and Editing,2014: 'Professional Writing',MURDOCHMURDOCH: S2-internal,3
EGL235,Australian Literature and Film,,"MURDOCHMURDOCH: S2-internal, S2-external",3
EGL243,Storytelling in Australia,,MURDOCHMURDOCH: W-internal (quota of 30 places),3
EGL244,Shakespeare and His Contemporaries: Page and Stage,,"MURDOCHMURDOCH: S1-internal, S1-external",3
EGL246,Digital Humanities: Reading and Writing in the Online World,,"MURDOCHMURDOCH: S1-internal, S1-external",3
EGL247,"Literature, Imagination and Politics",,"MURDOCHMURDOCH: S1-internal, S1-external",3
EGL248,The Novel: Transforming the Real,,"MURDOCHMURDOCH: S1-internal, S1-external",3
EGL249,The Short Story: Approaches to Writing and Reading,,"MURDOCHMURDOCH: S1-internal, S1-external",3
EGL250,Writing for Performance,,"MURDOCHMURDOCH: S2-internal, S2-external",3
EGL253,Acting and Performance,,MURDOCHMURDOCH: S1-internal,3
EGL254,Making Contemporary Theatre,,MURDOCHMURDOCH: S2-internal,3
EGL255,Theatre in Society,,MURDOCHMURDOCH: S1-internal,3
EGL321,Cosmopolitan Literature: Communicating Creatively across the Globe,,"MURDOCHMURDOCH: S2-internal, S2-external",3
EGL353,Acting and Producing for Stage,,MURDOCHMURDOCH: S2-internal,3
EGL589,Honours Thesis in Theatre and Drama,2014: EGL4189,"MURDOCHMURDOCH: S1-internal, S2-internal",12
EGL599,Honours Thesis in English and Creative Writing,2014: EGL4199,"MURDOCHMURDOCH: S1-internal, S2-internal, Y-internal",12
ENG109,Engineering Computing Systems,,MURDOCHMURDOCH: S2-internal,3
ENG125,Circuits and Systems I,,MURDOCHMURDOCH: S2-internal,3
ENG192,"Energy, Mass and Flow",,"MURDOCHMURDOCH: S2-internal, S2-external",3
ENG193,Introduction to the Minerals Industry,2013: EXM1312013: 'Introduction to Extractive Metallurgy',"MURDOCHMURDOCH: S1-internal, S1-external",3
ENG201,Fluid Mechanics,,"MURDOCHMURDOCH: S2-internal, S2-external",3
ENG202,Engineering Thermodynamics,,"MURDOCHMURDOCH: S1-internal, S1-external",3
ENG203,Heat and Mass Transfer,,"MURDOCHMURDOCH: S2-internal, S2-external",3
ENG205,Process Mineralogy,2014: 'Applied Mineralogy',"MURDOCHMURDOCH: S1-internal, S1-external",3
ENG207,Principles of Electronic Instrumentation,,"MURDOCHMURDOCH: S2-internal, W-internal",3
ENG221,Pollution and its Control,,MURDOCHMURDOCH: S2-internal,3
ENG224,Principles of Unit Operations,,"MURDOCHMURDOCH: S1-internal, S1-external",3
ENG255,Chemical Process Kinetics,,"MURDOCHMURDOCH: S1-internal, S1-external",3
ENG294,Discrete Time Systems,,"MURDOCHMURDOCH: S2-internal, SUM-internal",3
ENG297,Circuits and Systems II,,MURDOCHMURDOCH: S1-internal,3
ENG298,Principles of Process Engineering,,MURDOCHMURDOCH: S1-internal,3
ENG299,Control Systems and Process Dynamics,,MURDOCHMURDOCH: S2-internal,3
ENG300,Environmental Technology for Sustainability,,"MURDOCHMURDOCH: S2-internal, S2-external",3
ENG308,Advanced Process and Instrumentation Engineering,2015: 'Advanced Process Engineering',MURDOCHMURDOCH: S1-internal,3
ENG309,Process Control Engineering I,,MURDOCHMURDOCH: S1-internal,3
ENG310,Engineering Technology Project,,"MURDOCHMURDOCH: H-internal, S1-internal, S2-internal, SUM-internal, Y-internal",3
ENG311,PLC Systems,,MURDOCHMURDOCH: S1-internal,3
ENG317,Electromechanical Energy Conversion,,MURDOCHMURDOCH: S1-internal,3
ENG318,Power Electronic Converters and Systems,,MURDOCHMURDOCH: S1-internal,3
ENG319,Real Time and Embedded Systems,,MURDOCHMURDOCH: S2-internal,3
ENG321,Instrument and Communication Systems,,MURDOCHMURDOCH: S2-internal,3
ENG322,Process Control Engineering II,,MURDOCHMURDOCH: S2-internal,3
ENG323,Power Transmission and Distribution Networks,,MURDOCHMURDOCH: S2-internal,3
ENG324,Principles of Mineral Processing,,"MURDOCHMURDOCH: S1-internal, S1-external",3
ENG325,Pyrometallurgy,,"MURDOCHMURDOCH: S1-internal, S1-external",3
ENG326,Hydrometallurgy,,"MURDOCHMURDOCH: S2-internal, S2-external",3
ENG328,Mineral Processing I,,"MURDOCHMURDOCH: S1-internal, S1-external",3
ENG329,Mineral Processing II,,"MURDOCHMURDOCH: S2-internal, S2-external",3
ENG335,Reactor Engineering,2015: 'Reactor Design'; 2014: 'Reactor Engineering',"MURDOCHMURDOCH: S1-internal, S1-external",3
ENG336,"Engineering Finance, Management and Law","2014: 'Engineering Finance, Management, Ethics and Law'",MURDOCHMURDOCH: S2-internal,3
ENG337,Applied Photovoltaics,,MURDOCHMURDOCH: S2-internal,3
ENG338,Energy Supply and Management,,MURDOCHMURDOCH: S1-internal,3
ENG339,Wind and Hydro Power Systems,2016: 'Wind Energy Engineering',MURDOCHMURDOCH: S2-internal,3
ENG340,Environmental Water Chemistry,,MURDOCHMURDOCH: S1-internal,3
ENG341,Water Conservation and Auditing,2014: ENG206,"MURDOCHMURDOCH: S1-internal, S1-external",3
ENG342,BioEnergy and Biological Wastewater Treatment,,MURDOCHMURDOCH: S2-internal,3
ENG343,Water Treatment Operations,,MURDOCHMURDOCH: S2-internal,3
ENG396,Engineering Systems Projects,,"MURDOCHMURDOCH: S1-internal, S2-internal, SUM-internal",6
ENG441,Solar Thermal and Biomass Engineering,,MURDOCHMURDOCH: S1-internal,3
ENG442,Renewable Energy Systems Engineering,,MURDOCHMURDOCH: S1-internal,3
ENG445,Instrumentation and Control Systems Design,,MURDOCHMURDOCH: S1-internal,3
ENG446,Process Control and Safety Systems,2015: 'Process Systems Engineering',MURDOCHMURDOCH: S1-internal,3
ENG447,Industrial Computer Systems Design,,MURDOCHMURDOCH: S1-internal,3
ENG448,SCADA and Systems Architecture,,MURDOCHMURDOCH: S1-internal,3
ENG449,Electrical Power Systems Design,,MURDOCHMURDOCH: S1-internal,3
ENG451,Power Systems Protection and Control,,MURDOCHMURDOCH: S1-internal,3
ENG452,Environmental Engineering Design and Innovation,,MURDOCHMURDOCH: S1-internal,3
ENG456,"Hazard, Safety and Environmental Management",2014: 'Financial and Environmental Management',MURDOCHMURDOCH: S1-internal,3
ENG457,Engineering Design Project,2013: EXM4352013: 'Metallurgical Process and Plant Design',MURDOCHMURDOCH: S2-internal,6
ENG458,Research Project and Thesis,2013: EXM436,"MURDOCHMURDOCH: H-internal, Y-internal",12
ENG459,Sustainable Urban Water Systems,,MURDOCHMURDOCH: S1-internal,3
ENG460,Engineering Thesis,,"MURDOCHMURDOCH: H-internal, S1-internal, SS4-internal, SUM-internal, WU3-internal, Y-internal",12
ENG470,Engineering Honours Thesis,,"MURDOCHMURDOCH: H-internal, US1-internal, WU3-internal, Y-internal",12
ENG501,PLC Applications,,MURDOCHMURDOCH: S1-internal,3
ENG502,Computer Based Measurement and Control,2014: 'Advanced Topics in Instrumentation and Control',MURDOCHMURDOCH: S2-internal,3
ENG507,Environmental Water Chemistry,,MURDOCHMURDOCH: S1-internal,3
ENG508,Instrumentation and Control II,2014: 'Design Methodologies in Instrumentation and Control',MURDOCHMURDOCH: S2-internal,3
ENG509,"Water Regulation, Finance and Management",,MURDOCHMURDOCH: S1-internal,3
ENG510,Physicochemical Water Treatment Operations,,MURDOCHMURDOCH: S2-internal,3
ENG514,Industrial Signals and Systems,,MURDOCHMURDOCH: SUM-internal,3
ENG515,Biological Water Treatment Operations,,MURDOCHMURDOCH: S2-internal,3
ENG516,Water Engineering Intuition and Analysis,,MURDOCHMURDOCH: S1-internal,3
ENG517,Water Treatment Technology Practical,,MURDOCHMURDOCH: S2-internal,3
ENG518,Fire and Explosion Safety,,"MURDOCHMURDOCH: S2-internal, S2-external",3
ENG519,Electrical Safety,,Not available,3
ENG520,Chemical Process Safety,,"MURDOCHMURDOCH: S1-internal, S1-external",3
ENG521,Engineering Professional Practice Preparation,,"MURDOCHMURDOCH: S1-internal, S2-internal",0
ENG524,Process Unit Operations,2013: EXM5242013: 'Principles of Unit Operations',"MURDOCHMURDOCH: S1-internal, S1-external",3
ENG525,Instrumentation and Control I,2015: 'Instrumentation and Control'; 2014: 'Advanced Control Systems Design',MURDOCHMURDOCH: S1-internal,3
ENG527,Extractive Metallurgy I,,"MURDOCHMURDOCH: S1-internal, S1-external",3
ENG528,Extractive Metallurgy II,,"MURDOCHMURDOCH: S2-internal, S2-external",3
ENG539,Honours Thesis in Mineral Science,2014: EXM4039,"MURDOCHMURDOCH: H-internal, Y-internal",18
ENG550,Design Project,2013: 'Masters Engineering Project',"MURDOCHMURDOCH: S1-internal, S2-internal, SUM-internal, Y-internal",3
ENG556,Power System Modelling and Analysis,,MURDOCHMURDOCH: S2-internal,3
ENG557,Distributed Energy Resources and Demand Response,,MURDOCHMURDOCH: S1-internal,3
ENG558,Advanced  Power Electronics,,MURDOCHMURDOCH: S1-internal,3
ENG561,Power System Economics and Electricity Markets,,MURDOCHMURDOCH: S2-internal,3
ENG562,Practical Metallurgical Processing,2013: EXM513,"MURDOCHMURDOCH: H-external, Y-external",6
ENG563,"Processes, Simulation and Instrumentation",2014: 'Advanced Process Modelling and Simulation',MURDOCHMURDOCH: S1-internal,3
ENG564,Instrumentation and Communication,2014: 'Industrial Instrumentation Technologies',MURDOCHMURDOCH: S2-internal,3
ENG565,Mineralogy for Metallurgists,2013: EXM5562013: 'Process Mineralogy',"MURDOCHMURDOCH: S2-internal, S2-external",3
ENG566,Advanced Mineral Processing,,"MURDOCHMURDOCH: S1-internal, S1-external",3
ENG601,Desalination Technology and Modelling,,MURDOCHMURDOCH: S1-internal,3
ENG602,Decentralised and Industrial Water Treatment,,MURDOCHMURDOCH: S1-internal,3
ENG603,Advanced Water Treatment Design,,MURDOCHMURDOCH: S1-internal,3
ENG615,Engineering Masters Project,2013: 'Instrumentation and Control Engineering Masters Project',"MURDOCHMURDOCH: H-internal, S1-internal, SS4-internal, SUM-internal, WU3-internal, Y-internal",12
ENG617,Industrial Computer Systems,2014: 'Advanced SCADA Systems',"MURDOCHMURDOCH: S1-internal, S2-internal",3
ENG668,Control System Investigation,2014: 'CSI: Control System Investigation',MURDOCHMURDOCH: S1-internal,3
ENG670,Measurement and Uncertainty Analysis,2013: ENG5602015: 'Research Principles and Methods'; 2013: 'Project Research and Preparation',MURDOCHMURDOCH: S2-internal,3
ENG682,Advanced Power Systems Protection and Control,,MURDOCHMURDOCH: S1-internal,3
ENG691,"Hazard, Risk and Project Management",2013: 'SCADA Systems Projects',"MURDOCHMURDOCH: S1-internal, S2-internal",3
ENV102,Foundations of the Environment,2013: 'Introduction to Environmental Science',"MURDOCHMURDOCH: S2-internal, S2-external",3
ENV241,Ecology,,"MURDOCHMURDOCH: S2-internal, S2-external",3
ENV242,Atmospheric Science,,"MURDOCHMURDOCH: S1-internal, S1-external",3
ENV243,Water and Earth Science,,"MURDOCHMURDOCH: S1-internal, S1-external",3
ENV244,Oceanography and Marine Pollution,,MURDOCHMURDOCH: S2-internal (quota of 50 places),3
ENV245,Global and Regional Sustainability,,"MURDOCHMURDOCH: S2-internal, S2-external",3
ENV246,Protected Area Management and Planning,,"MURDOCHMURDOCH: S1-internal, S1-external",3
ENV278,Nature-Based Tourism,,"MURDOCHMURDOCH: S1-internal, S1-external",3
ENV303,GIS for Environmental Management and Planning,,"MURDOCHMURDOCH: S2-internal (quota of 70 places), S2-external (quota of 20 places)",3
ENV328,Environmental Policy and Law,,"MURDOCHMURDOCH: S1-internal, S1-external",3
ENV330,Special Topics in Environmental Science,,Not available,3
ENV331,Environmental Management,,"MURDOCHMURDOCH: S2-internal, S2-external",3
ENV332,Managing Wetlands and Water,,"MURDOCHMURDOCH: S2-internal, S2-external",3
ENV333,Coastal and Marine Management,,MURDOCHMURDOCH: S2-internal (quota of 60 places),3
ENV334,Environmental Restoration,,"MURDOCHMURDOCH: S1-internal (quota of 60 places), S1-external (quota of 60 places)",3
ENV526,Advanced Ecology,,Not available,3
ENV527,Environmental Science Topics,,"MURDOCHMURDOCH: S1-internal, S1-external",3
ENV536,Education for Sustainability,,"MURDOCHMURDOCH: S2-internal, S2-external",3
ENV539,Marine Science Topics,,Not available,3
ENV552,Comparative Environmental Policy and Law,,"MURDOCHMURDOCH: S1-internal, S1-external",3
ENV554,Land and Water Management,,"MURDOCHMURDOCH: S1-internal, S1-external",3
ENV556,Principles of Environmental Impact Assessment,,"MURDOCHMURDOCH: S1-internal, S1-external",3
ENV557,Environmental Assessment and Management,,"MURDOCHMURDOCH: S1-internal, S1-external",3
ENV558,Environmental Monitoring,,"MURDOCHMURDOCH: S2-internal, S2-external",3
ENV600,Environmental Science Masters Project,,"MURDOCHMURDOCH: H-internal, H-external, Y-internal, Y-external",8
ENV616,Environmental Policy for the 21st Century,,"MURDOCHMURDOCH: S1-internal (quota of 30 places), S1-external (quota of 10 places)",3
ENV617,Sustainability Assessment,,Not available,3
ENV638,Conservation Science,,Not available,3
ENV680,Climate Change Adaptation: Ecosystems and Societies,,"MURDOCHMURDOCH: S2-internal, S2-external",3
ENV684,Modelling the Environment,2016: 'Earth System Science',"MURDOCHMURDOCH: S2-internal, S2-external",3
ENV690,Environmental Science Masters Project,2015: VLS6902015: 'Life Sciences Masters Project',"MURDOCHMURDOCH: H-internal, H-external, Y-internal, Y-external",12
EQU011,Orientation Chemistry 1,,MURDOCHMURDOCH: S1-internal,NA
EQU012,Orientation Chemistry 2,,MURDOCHMURDOCH: S2-internal,NA
EQU021,Transition to Biological Science Studies 1,2016: 'Transition to Veterinary Studies 1',"MURDOCHMURDOCH: S1-internal, S2-internal",NA
