Code,Title,Term,Career,Units,Delivery
ANTH6064,Anthropology of Environmental Disasters,First Semester,Postgraduate,6,In Person
BIAN2064,Anthropology of Environmental Disasters,First Semester,Undergraduate,6,In Person
ARAB3010,Applied Arabic,Spring Session,Undergraduate,12,In Person
ARAB6511,Applied Arabic,,Postgraduate,12,In Person
LAWS8650,Applied Australian Migration Law and Practice,,Postgraduate,6,In Person
FINM7007,Applied Corporate Finance,First Semester/Second Semester,Postgraduate,6,In Person
FINM7041,Applied Derivatives,First Semester/Second Semester,Postgraduate,6,In Person
IDEC8020,Applied Economic Dynamics,First Semester,Postgraduate,6,In Person
ECON4485,Applied Economic Honours Research Essay,,Undergraduate,6,In Person
PREP1123,Applied English: Argument and Debate,,Undergraduate,6,In Person
PREP1122,Applied English: Essay Writing,,Undergraduate,6,In Person
MGMT8020,Applied Entrepreneurship and Innovation,Second Semester,Postgraduate,6,In Person
EMDV8108,Applied Environmental and Resource Management,,Postgraduate,6,In Person
POPH8310,Applied Epidemiological Methods,,Postgraduate,6,In Person
FINM8014,Applied Financial Intermediation and Debt Markets,First Semester,Postgraduate,6,In Person
FINM7006,Applied Foundations of Finance,First Semester/Second Semester,Postgraduate,6,In Person
EMSC3033,Applied Geophysics,First Semester,Undergraduate,6,In Person
ECON8073,Applied Health Econometrics,,Postgraduate,6,In Person
FINM7008,Applied Investments,First Semester/Second Semester,Postgraduate,6,In Person
EMET4310,Applied Macro & Financial Econometrics,Second Semester,Undergraduate,6,In Person
EMET3008,Applied Macro and Financial Econometrics,Second Semester,Undergraduate,6,In Person
EMET8010,Applied Macro and Financial Econometrics,Second Semester,Postgraduate,6,In Person
MKTG7060,Applied Market Research,Second Semester,Postgraduate,6,In Person
PHYS8301,Applied Mathematical Methods in Physics,First Semester,Postgraduate,6,In Person
PHYS4301,Applied Mathematical Methods in Physics,First Semester,Undergraduate,6,In Person
MATH2305,Applied Mathematics I,First Semester,Undergraduate,6,In Person
MATH2306,Applied Mathematics II,Second Semester,Undergraduate,6,In Person
EMET3006,Applied Micro-econometrics,First Semester,Undergraduate,6,In Person
EMET4301,Applied Micro-econometrics,First Semester,Undergraduate,6,In Person
PERS3007,Applied Persian,Spring Session,Undergraduate,12,In Person
PERS6007,Applied Persian,Spring Session,Postgraduate,12,In Person
POLS3041,Applied Policy Project,Second Semester,Undergraduate,6,In Person
CRWF7000,Applied Policy Project,Second Semester,Postgraduate,6,In Person
FINM8016,Applied Portfolio Construction,First Semester/Second Semester,Postgraduate,6,In Person
FINM8100,Applied Project in Finance,First Semester/Second Semester,Postgraduate,6,In Person
STAT3008,Applied Statistics,Second Semester,Undergraduate,6,In Person
STAT7001,Applied Statistics,Second Semester,Postgraduate,6,In Person
STAT8002,Applied Time Series Analysis,First Semester,Postgraduate,6,In Person
STAT4102,Applied Time Series Analysis,First Semester,Undergraduate,6,In Person
MMIB8001,Applied Topics in Business Studies 1,First Semester/Second Semester,Postgraduate,6,In Person
MMIB8002,Applied Topics in Business Studies 2,First Semester/Second Semester,Postgraduate,12,In Person
FINM7044,Applied Valuation,First Semester/Second Semester,Postgraduate,6,In Person
ECON4402,Applied Welfare Economics,,Undergraduate,6,In Person
ECON8002,Applied Welfare Economics,,Postgraduate,6,In Person
EMET8001,Applied micro-econometrics,First Semester,Postgraduate,6,In Person
BIOL6210,Appreciating Parasites: From Molecules to Ecosystems,Spring Session,Postgraduate,6,In Person
BIOL3210,Appreciating Parasites: From Molecules to Ecosystems,Spring Session,Undergraduate,6,In Person
INTR9072,Approaches and Methods in International Relations,Second Semester,Postgraduate,6,In Person
INTR8072,Approaches and Methods in International Relations,Second Semester,Postgraduate,6,In Person
HIST6110,Approaches to History,First Semester,Postgraduate,6,In Person
HIST2110,Approaches to History,First Semester,Undergraduate,6,In Person
MEAS4121,Approaches to the Study of Modern Muslim Societies,,Undergraduate,6,In Person
MEAS8121,Approaches to the Study of Modern Muslim Societies,,Postgraduate,6,In Person
ARAB6510,Arab Current Affairs and Media Arabic,,Postgraduate,6,In Person
ARAB3008,Arab Current Affairs and Media Arabic,,Undergraduate,6,In Person
ARCH2061,Archaeological Field Methods,,Undergraduate,6,In Person
ARCH2055,Archaeological Fieldschool,Winter Session,Undergraduate,6,In Person
ARCH2007,Archaeological Laboratory Methods,First Semester,Undergraduate,6,In Person
ARCH8043,Archaeological Science Extended Internship,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Postgraduate,12,In Person
ARCH8042,Archaeological Science Internship,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Postgraduate,6,In Person
ARCH8030,Archaeological Science Research Project 1,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Postgraduate,6,In Person
ARCH8031,Archaeological Science Research Project 2,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Postgraduate,6,Online or In Person
ARCH4002,Archaeology Honours Research Seminar,First Semester,Undergraduate,6,In Person
ARCH4003,Archaeology Honours Writing Seminar,Second Semester,Undergraduate,6,In Person
ARCH1111,Archaeology Uncovered,First Semester,Undergraduate,6,In Person
ARCH2052,Archaeology in Film and Fiction,Second Semester,Undergraduate,6,In Person
ASIA2203,Archaeology of China,,Undergraduate,6,In Person
ASIA6202,Archaeology of China,,Postgraduate,6,In Person
ARCH3028,Archaeology of Death and Mortuary Practices,,Undergraduate,6,In Person
ARCH6521,Archaeology of Death and Mortuary Practices,,Postgraduate,6,In Person
ARCH3030,Archaeology of Ritual and Religion,First Semester,Undergraduate,6,In Person
ARCH6030,Archaeology of Ritual and Religion,First Semester,Postgraduate,6,In Person
ARCH2050,Archaeology of Southeast Asia,Second Semester,Undergraduate,6,In Person
ARCH2005,Archaeology of the Pacific Islanders,,Undergraduate,6,In Person
ARCH6005,Archaeology of the Pacific Islanders,,Postgraduate,6,In Person
ARCH8033,"Archaeology, Climate Change and Society",,Postgraduate,6,In Person
ARTH8020,Arguing Objects,Spring Session,Postgraduate,6,In Person
ARTH4016,Art Museum Internship: Audience Development,Second Semester,Undergraduate,6,In Person
ARTH8015,Art Museum Internship: Audience Development,Second Semester,Postgraduate,6,In Person
ARTH4015,Art Museum Internship: Collection Management,First Semester,Undergraduate,6,In Person
ARTH8014,Art Museum Internship: Collection Management,First Semester,Postgraduate,6,In Person
ARTH6056,Art and Architecture of Southeast Asia: Tradition and Transformation,Second Semester,Postgraduate,6,In Person
ARTH2056,Art and Architecture of Southeast Asia: Tradition and Transformation,Second Semester,Undergraduate,6,In Person
ARTH1006,Art and Design Histories: Form and Space,First Semester,Undergraduate,6,In Person
ANUC1120,Art and Design Histories: Making and Meaning,Second Semester,Undergraduate,6,In Person
ARTH1007,Art and Design Histories: Making and Meaning,Second Semester,Undergraduate,6,In Person
COMP6720,Art and Interaction in New Media,Second Semester,Postgraduate,6,In Person
COMP1720,Art and Interaction in New Media,Second Semester,Undergraduate,6,In Person
ARTH6044,Art and Its Context: Materials Techniques Display,First Semester,Postgraduate,6,In Person
ARTH2044,"Art and Its Context: Materials, Techniques, Display",First Semester,Undergraduate,6,In Person
ARTH3057,Art and Politics of Collecting,,Undergraduate,6,In Person
ARTH2080,"Art and Visual Culture of the Long Eighteenth Century, 1660-1815",,Undergraduate,6,In Person
ARTH6080,"Art and Visual Culture of the Long Eighteenth Century, 1660-1815",,Postgraduate,6,In Person
ARTH2173,Art and the Moving Image,,Undergraduate,6,In Person
ARTH6173,Art and the Moving Image,,Postgraduate,6,In Person
ARTH2162,Art in the Digital Age,Second Semester,Undergraduate,6,In Person
ARTH6162,Art in the Digital Age,Second Semester,Postgraduate,6,In Person
ARTH6059,Art of Asia: Histories and Traditions,,Postgraduate,6,In Person
ARTH2059,Art of Asia: Histories and Traditions,,Undergraduate,6,In Person
COMP1030,Art of Computing,,Undergraduate,6,In Person
STST8121,Art of War I,Autumn Session,Postgraduate,12,In Person
STST8122,Art of War II,Autumn Session,Postgraduate,12,In Person
STST8123,Art of War III,Winter Session,Postgraduate,12,In Person
STST8124,Art of War IV,Winter Session,Postgraduate,6,In Person
ARTH2081,"Art of the European Courts, 1500-1815",Winter Session,Undergraduate,12,In Person
ARTH6081,"Art of the European Courts, 1500-1815",Winter Session,Postgraduate,12,In Person
ARTH6052,Art of the Modern Print,First Semester,Postgraduate,6,In Person
ARTH2052,Art of the Modern Print,First Semester,Undergraduate,6,In Person
ARTH6174,"Art, Medicine, Gender from the Renaissance until Today",,Postgraduate,6,In Person
ARTH2174,"Art, Medicine, Gender from the Renaissance until Today",,Undergraduate,6,In Person
ARTH2082,"Art, War and Conflict",,Undergraduate,6,In Person
ARTH6082,"Art, War and Conflict",,Postgraduate,6,In Person
COMP6320,Artificial Intelligence,First Semester,Postgraduate,6,In Person
COMP3620,Artificial Intelligence,First Semester,Undergraduate,6,In Person
LAWS8405,"Artificial Intelligence, Law & Society",Winter Session,Postgraduate,6,In Person
EMDV8009,Asia Pacific Environmental Conflicts: Causes and Solutions,,Postgraduate,6,In Person
INTR8022,Asia Pacific Security,,Postgraduate,6,In Person
ASIA3023,Asia Pacific Week Internship,First Semester,Undergraduate,6,In Person
ASIA1030,Asia and the Pacific in Motion,Second Semester,Undergraduate,6,In Person
ANUC1020,Asia and the Pacific in Motion,,Undergraduate,6,In Person
ANUC1022,"Asia and the Pacific: Power, diversity and change",,Undergraduate,6,In Person
ASIA1025,"Asia and the Pacific: Power, diversity and change",First Semester,Undergraduate,6,In Person
ASIA2220,Asia-Pacific In-Country Learning,Winter Session,Undergraduate,6,In Person
ARTH6104,Asian Art In-Country,Autumn Session,Postgraduate,12,In Person
ARTH2104,Asian Art In-Country,Autumn Session,Undergraduate,12,In Person
BUSI7055,Asian Business Systems,Second Semester,Postgraduate,6,In Person
FINM3045,Asian Capital Markets,First Semester/Second Semester,Undergraduate,6,In Person
FINM7045,Asian Capital Markets,First Semester/Second Semester,Postgraduate,6,In Person
ECHI2119,"Asian Giants: India, China and Japan; Alternate Paths to Prosperity(H)",,Undergraduate,6,In Person
ECHI2109,"Asian Giants: India, China and Japan; Alternate Paths to Prosperity(P)",,Undergraduate,6,In Person
ASIA2065,Asian Politics: From Concepts to Causes,Second Semester,Undergraduate,6,In Person
NSPO8015,Asian Regionalism and Security: Implications for Australia,,Postgraduate,6,In Person
ASIA2098,Asian and Pacific Studies Internship,First Semester/Second Semester,Undergraduate,6,In Person
LING2029,Assessing Language,First Semester,Undergraduate,6,In Person
LING6029,Assessing Language,First Semester,Postgraduate,6,In Person
ASTR8004,Astronomical Computing,,Postgraduate,6,In Person
ASTR4004,Astronomical Computing,,Undergraduate,6,In Person
ASTR4005,Astronomy and Astrophysics IV Honours Research Project,First Semester/Second Semester,Undergraduate,6,In Person
ASTR8001,Astronomy and Astrophysics Research Project,First Semester/Second Semester,Postgraduate,3,In Person
ASTR4012,Astrophysical Gas Dynamics,Second Semester,Undergraduate,6,In Person
ASTR8002,Astrophysical Gas Dynamics,Second Semester,Postgraduate,6,In Person
ASTR3013,Astrophysical Processes,First Semester,Undergraduate,6,In Person
ASTR1001,Astrophysics,Summer Session/First Semester/Second Semester,Undergraduate,6,Online
ASTR8010,Astrophysics Research Project,First Semester/Second Semester,Postgraduate,6,In Person
ASTR3005,Astrophysics Research Topic,First Semester/Second Semester,Undergraduate,6,In Person
BUSN3002,Auditing,First Semester/Second Semester,Undergraduate,6,In Person
BUSN7054,Auditing and Assurance Services,First Semester/Second Semester,Postgraduate,6,In Person
ANUC1138,Aural Skills and Music Theory 1,First Semester,Undergraduate,6,In Person
MUSI1501,Aural Skills and Music Theory 1,First Semester,Undergraduate,6,In Person
MUSI1502,Aural Skills and Music Theory 2,Second Semester,Undergraduate,6,In Person
ANUC1139,Aural Skills and Music Theory 2,First Semester/Second Semester,Undergraduate,6,In Person
MUSI2503,Aural Skills and Music Theory 3,First Semester,Undergraduate,6,In Person
MUSI2504,Aural Skills and Music Theory 4,Second Semester,Undergraduate,6,In Person
STST2003,Australia and Security in the Pacific Islands,First Semester,Undergraduate,6,In Person
HIST6144,Australia and the World: An International History,Second Semester,Postgraduate,6,In Person
PASI6002,Australia in Oceania in the 19th and 20th centuries,Second Semester,Postgraduate,6,In Person
PASI2002,Australia in Oceania in the 19th and 20th centuries,Second Semester,Undergraduate,6,In Person
HIST2144,Australia in the World: An International History,Second Semester,Undergraduate,6,In Person
ENVS1004,Australia's Environment,Second Semester,Undergraduate,6,In Person
ENVS6104,Australia's Environment,Second Semester,Postgraduate,6,In Person
BAPA3004,Australia's Security in the Asian Century,,Undergraduate,6,In Person
STST3002,Australia's Security in the Asian Century,First Semester,Undergraduate,6,In Person
STST8100,Australia's Strategic and Defence Policy,Winter Session,Postgraduate,6,In Person
ARCH2004,Australian Archaeology,,Undergraduate,6,In Person
ARCH6004,Australian Archaeology,,Postgraduate,6,In Person
ARTH2171,Australian Art: The Modern Period,Second Semester,Undergraduate,6,In Person
SCRN2002,Australian Cinema: The Kelly Gang to Baz Luhrmann's Australia,,Undergraduate,6,In Person
ENGL6024,"Australian Crimes: Crime Narratives on Page, Stage and Screen",,Postgraduate,6,In Person
ENGL2081,"Australian Crimes: Crime narratives on page, stage and screen",,Undergraduate,6,In Person
LAWS8012,Australian Disaster Law,,Postgraduate,6,In Person
ECHI2112,Australian Economic History(H),,Undergraduate,6,In Person
ECHI2102,Australian Economic History(P),,Undergraduate,6,In Person
ARTH2098,Australian First Nations Art and Culture,First Semester,Undergraduate,6,In Person
ARTH6598,Australian First Nations Art and Culture,First Semester,Postgraduate,6,In Person
LAWS8240,Australian Human Rights and Discrimination,,Postgraduate,6,In Person
INDG8004,Australian Indigenous Policy,First Semester,Postgraduate,6,In Person
INDG8005,Australian Indigenous Policy (Advanced),First Semester,Postgraduate,12,In Person
LAWS4273,Australian Legal History,,Undergraduate,6,In Person
LAWS8328,Australian Legal Responses to National Security and Counter Terrorism,Winter Session,Postgraduate,6,In Person
MUSI2225,Australian Music Culture Studies,,Undergraduate,6,In Person
ANIP3005,Australian National Internship B,Summer Session/First Semester/Second Semester,Undergraduate,12,In Person
ANIP6505,Australian National Internships Program B,Summer Session/First Semester/Second Semester,Postgraduate,12,In Person
