Code,Title,Term,Career,Units,Delivery
EMSC6025,Groundwater,Second Semester,Postgraduate,6,In Person
ENGN8170,Group Project,First Semester/Second Semester,Postgraduate,12,In Person
VCUG3100,Group Research and Innovation Project (GRIP),,Undergraduate,6,In Person
VCPG6100,Group Research and Innovation Project (GRIP),,Postgraduate,6,In Person
POGO8127,Growth and Structural Change,,Postgraduate,6,In Person
HUMN6002,Gutenberg to Google: Histories of Information,,Postgraduate,6,In Person
HUMN2002,Gutenberg to Google: Histories of Information,,Undergraduate,6,In Person
COMP6390,HCI and Usability Engineering,Second Semester,Postgraduate,6,In Person
BIOL3108,Hallmarks of Cancer,Second Semester,Undergraduate,6,In Person
BIOL6108,Hallmarks of Cancer,Second Semester,Postgraduate,6,In Person
ARTV2057,Hands On: Material Language,,Undergraduate,6,In Person
ARTV6057,Hands On: Material Language,,Postgraduate,6,In Person
DIPL8010,Harnessing Diplomacy for International Development,Second Semester,Postgraduate,6,In Person
ECON8039,Health Economics,Second Semester,Postgraduate,6,In Person
ECON3004,Health Economics,Second Semester,Undergraduate,6,In Person
LAWS8237,Health Law and Bioethics,Winter Session,Postgraduate,6,In Person
LAWS4219,"Health Law, Bioethics and Human Rights",,Undergraduate,6,In Person
MEDI8110,Health Policy Seminar,,Postgraduate,6,In Person
POGO8029,Health Policy in a Globalising World,,Postgraduate,6,In Person
SCOM3033,Health Promotion Principles and Practice,Second Semester,Undergraduate,6,In Person
POPH8115,Health Promotion and Protection,Second Semester,Postgraduate,6,In Person
PSYC3020,Health Psychology,Second Semester,Undergraduate,6,In Person
HLTH2001,Health Sytems and Policy: An Introduction,First Semester,Undergraduate,6,In Person
BIOL8021,Health and Disease in a Changing World,First Semester,Postgraduate,6,Online
HLTH1001,Health in the 21st Century,First Semester,Undergraduate,6,In Person
ANUC1035,Health in the 21st Century,,Undergraduate,6,In Person
ASTR4003,High Energy Astrophysics,,Undergraduate,6,In Person
ASTR8003,High Energy Astrophysics,,Postgraduate,6,In Person
COMP3320,High Performance Scientific Computation,First Semester,Undergraduate,6,In Person
COMP6464,High Performance Scientific Computing,First Semester,Postgraduate,6,In Person
HIND1100,Hindi 1,First Semester,Undergraduate,6,In Person
HIND6100,Hindi 1,First Semester,Postgraduate,6,In Person
HIND1200,Hindi 2,Second Semester,Undergraduate,6,In Person
HIND6200,Hindi 2,Second Semester,Postgraduate,6,In Person
HIND6300,Hindi 3,First Semester,Postgraduate,6,In Person
HIND2300,Hindi 3,First Semester,Undergraduate,6,In Person
HIND6400,Hindi 4,Second Semester,Postgraduate,6,In Person
HIND2400,Hindi 4,Second Semester,Undergraduate,6,In Person
HIND3500,Hindi 5,First Semester,Undergraduate,6,Online
HIND6500,Hindi 5,First Semester,Postgraduate,6,In Person
HIND3600,Hindi 6,Second Semester,Undergraduate,6,In Person
HIND6600,Hindi 6,Second Semester,Postgraduate,6,In Person
HIST8023,"History Incorporated: Early Modern Bodies, 1550-1750",First Semester,Postgraduate,6,In Person
NSPO8028,History and Policymaking,,Postgraduate,6,In Person
ANTH8017,History of Anthropological Theory,,Postgraduate,6,In Person
ANTH8035,History of Anthropological Theory Extended,First Semester,Postgraduate,12,In Person
ANTH4011,History of Anthropological Theory Extended,First Semester,Undergraduate,12,In Person
ARCH3026,History of Archaeology: Discovering the Past,Second Semester,Undergraduate,6,In Person
ECHI3008,History of Economic Thought(P),,Undergraduate,6,In Person
ASIA2307,History of Empire in Asia,First Semester,Undergraduate,6,In Person
ASIA2017,History of International Relations in Northeast Asia,First Semester,Undergraduate,6,In Person
ASIA2037,History of Modern China,First Semester,Undergraduate,6,In Person
ASIA6037,History of Modern China,First Semester,Postgraduate,6,In Person
SPAN6516,History of the Spanish Language: A Linguistic Time Travel,,Postgraduate,6,In Person
SPAN2603,History of the Spanish language. A linguistic time travel,,Undergraduate,6,In Person
ASIA3030,History of the State System in Southeast Asia,First Semester,Undergraduate,6,In Person
ASIA6030,History of the State System in Southeast Asia,First Semester,Postgraduate,6,In Person
PREP1128,History: Twentieth Century,,Undergraduate,6,In Person
ARTV1033,Hold Everything: Studio Foundation,First Semester,Undergraduate,6,In Person
STST3003,Honeypots and Overcoats: Australian Intelligence in the World,Second Semester,Undergraduate,6,In Person
PHYS4103,Honours Classical Mechanics,First Semester,Undergraduate,6,In Person
PHYS4102,Honours Electromagnetism,First Semester,Undergraduate,6,In Person
PHYS4100,Honours Quantum Mechanics,First Semester,Undergraduate,6,In Person
PHYS4110,Honours Research Project,First Semester/Second Semester,Undergraduate,6,In Person
ENVS4001,Honours Research Skills,First Semester/Second Semester,Undergraduate,6,In Person
PHYS4104,Honours Statistical Mechanics,First Semester,Undergraduate,6,In Person
ENVS4000,Honours Thesis,First Semester/Second Semester,Undergraduate,6,In Person
LAWS3202,Honours Thesis,,Undergraduate,12,In Person
HIST6233,How the Camera Changed History: A century of photography and cinema,Second Semester,Postgraduate,6,In Person
HIST2233,How the Camera Changed History: A century of photography and cinema,Second Semester,Undergraduate,6,In Person
BIOL3186,Human Anatomy,First Semester,Undergraduate,6,In Person
BIOL1008,Human Biology,First Semester,Undergraduate,6,In Person
COMP3900,Human Computer Interface Design and Evaluation,Second Semester,Undergraduate,6,In Person
ENVS6020,Human Ecology,First Semester,Postgraduate,6,In Person
ENVS2011,Human Ecology,First Semester,Undergraduate,6,In Person
BIAN3113,Human Evolution,First Semester,Undergraduate,6,In Person
BIAN6013,Human Evolution,First Semester,Postgraduate,6,In Person
ENVS3021,Human Futures,,Undergraduate,6,In Person
ENVS6306,Human Futures,,Postgraduate,6,In Person
POPH8318,"Human Health, Environment and Climate Change",First Semester,Postgraduate,6,In Person
ASIA2301,Human Migration and Expansion in the Rise of the Asia-Pacific,First Semester,Undergraduate,6,In Person
SOCR8015,Human Research Ethics & Integrity: Principles & Practice,Second Semester,Postgraduate,6,In Person
MGMT2030,Human Resource Management and Strategy,First Semester,Undergraduate,6,In Person
POLS2113,Human Rights,Second Semester,Undergraduate,6,In Person
LAWS4220,Human Rights Law in Australia,Summer Session,Undergraduate,6,In Person
LAWS8420,Human Rights Law in Australia,,Postgraduate,6,In Person
LEGM8155,Human Rights Litigation,Second Semester,Postgraduate,6,Online
POLS8036,Human Rights and Human Responsibility,,Postgraduate,6,In Person
POLS4036,Human Rights and Human Responsibility,,Undergraduate,6,In Person
HUMN8023,Human Rights and Humanitarian Law,Autumn Session,Postgraduate,6,In Person
ASIA2081,Human Rights in Asia,,Undergraduate,6,In Person
HIST2238,Human Rights in History,First Semester,Undergraduate,6,In Person
POLS8023,Human Rights in International Relations: Theory and Practice,,Postgraduate,6,In Person
INTR8073,Human Security,First Semester,Postgraduate,6,In Person
INTR2047,"Human Security: Conflict, Displacement and Peace Building",Second Semester,Undergraduate,6,In Person
BIAN6517,Human Skeletal Analysis,First Semester,Postgraduate,6,In Person
BIAN2015,Human Skeletal Analysis,First Semester,Undergraduate,6,In Person
ANTH8054,Humanitarian Action (Advanced),,Postgraduate,12,In Person
INTR8062,Humanitarianism in World Politics,,Postgraduate,6,In Person
INTR3001,"Humanitarianism: Principles, Politics and Practice",Second Semester,Undergraduate,6,In Person
BAPA3001,"Humanitarianism: Principles, Politics and Practice",,Undergraduate,6,In Person
HUMN8028,Humanities in the Public and Digital Sphere,Second Semester,Postgraduate,6,In Person
EXCH2305,IARU Global Summer Program,Winter Session,Undergraduate,0,In Person
COMP7310,ICT Sustainability,,Postgraduate,6,In Person
MEDI3004,IMU Clinical Experience Bridging Course,Summer Session,Undergraduate,3,In Person
POLS2121,Ideas in Australian Politics,,Undergraduate,6,In Person
POLS2119,Ideas in Politics,First Semester,Undergraduate,6,In Person
SOCY2163,"Identity, Difference and Racism",,Undergraduate,6,In Person
VCPG8002,Ignorance!,,Postgraduate,6,In Person
ANUC1124,Image and Object,First Semester/Second Semester,Undergraduate,6,In Person
ARTV1021,Image and Object,First Semester/Second Semester,Undergraduate,6,In Person
SCRN2108,Imagining the French Empire: French Colonialism on Film,First Semester,Undergraduate,6,In Person
FREN3108,Imagining the French Empire: French Colonialism on Film,First Semester,Undergraduate,6,In Person
FREN6514,Imagining the French Empire: French Colonialism on Film,First Semester,Postgraduate,6,In Person
SCRN6108,Imagining the French Empire: French Colonialism on Film,First Semester,Postgraduate,6,In Person
SOCY2053,Imagining the Future: A Sociology of Utopias,First Semester,Undergraduate,6,In Person
ANCH3504,"Imperialism, Conquest and Colonisation in the Ancient Mediterranean World",Second Semester,Undergraduate,6,In Person
POGO8085,Implementing Social Policy,,Postgraduate,6,In Person
ARCH3024,In the footprints of Siddhartha: The Archaeology of Buddhism,,Undergraduate,6,In Person
LEGM8325,In-House Corporate and Government Legal Practice,,Postgraduate,6,In Person
LAWS4221,Income Tax,Second Semester,Undergraduate,6,In Person
LAWS8421,Income Tax,,Postgraduate,6,In Person
PREP1015,Independent Research Project,First Semester/Second Semester,Undergraduate,6,In Person
PREP1012,Independent Research Proposal: Research Skills and Project Proposal,First Semester/Second Semester,Undergraduate,6,In Person
PREP1117,Independent Research: Advanced,,Undergraduate,0,In Person
ASIA2270,India Past and Present: The impact of pre-colonial history on India today,,Undergraduate,6,In Person
ASIA6270,India Past and Present: The impact of pre-colonial history on India today,,Postgraduate,6,In Person
ASIA6176,India's Culture Wars,,Postgraduate,6,In Person
INTR2014,Indian Foreign and Security Policy,First Semester,Undergraduate,6,In Person
ASIA2116,India’s Culture Wars,,Undergraduate,6,In Person
LAWS4238,Indigenous Australians and the Law,Second Semester,Undergraduate,6,In Person
MUSC8006,Indigenous Collections and Exhibitions,Spring Session,Postgraduate,6,In Person
LAWS4278,Indigenous Community Legal Clinic,,Undergraduate,6,In Person
LAWS6278,Indigenous Community Legal Clinic,,Postgraduate,6,In Person
ENVS2025,Indigenous Cultural and Natural Resource Management,First Semester,Undergraduate,6,In Person
INDG2001,Indigenous Cultural and Natural Resource Management,First Semester,Undergraduate,6,In Person
CHMD8021,"Indigenous Medicines, Health and Healing",,Postgraduate,6,In Person
INDG1002,"Indigenous Peoples and Civil, Political and Legal Rights in Australia",Second Semester,Undergraduate,6,In Person
INDG8002,Indigenous Peoples and Development in Australia (Extended),Second Semester,Postgraduate,12,In Person
INDG8001,Indigenous Peoples and Development in Australia: principles and practices for Indigenous-led change,Second Semester,Postgraduate,6,In Person
LAWS8583,Indigenous Peoples and International Law,,Postgraduate,6,In Person
LAWS8438,Indigenous Peoples and the Law,,Postgraduate,6,In Person
INDG1001,"Indigenous Peoples, Populations and Communities",First Semester,Undergraduate,6,In Person
INDG3004,Indigenous Studies Supervised Research Project,Summer Session/First Semester/Winter Session/Second Semester,Undergraduate,6,In Person
ANTH3017,"Indigenous Worlds: Challenges of Emergence, Recognition, and Change",,Undergraduate,6,In Person
HIST2142,"Indigenous memory and history: On page, stage and screen",,Undergraduate,6,In Person
COMP8755,Individual Computing Project,First Semester/Second Semester,Postgraduate,6,In Person
ENGN4350,Individual Project,,Undergraduate,6,In Person
ENGN4200,Individual Project,First Semester/Second Semester,Undergraduate,6,In Person
COMP3770,Individual Research Project,First Semester/Second Semester,Undergraduate,6,In Person
ARTH2166,Individual Research Unit,First Semester/Second Semester,Undergraduate,6,In Person
ANTH6065,Indonesia Field School : Contemporary Change in Indonesia,Autumn Session,Postgraduate,6,In Person
ANTH6066,Indonesia Field School Extension,Winter Session,Postgraduate,6,In Person
ANTH3016,Indonesia Field School Extension,Winter Session,Undergraduate,6,In Person
ANTH3014,Indonesia Field School: Contemporary Change in Indonesia,Autumn Session,Undergraduate,6,In Person
ASIA3035,"Indonesia in the Malay World: Culture, Media and Everyday Life",Second Semester,Undergraduate,6,In Person
ASIA2516,"Indonesia: Politics, Society and Development",Second Semester,Undergraduate,6,In Person
ASIA6516,"Indonesia:Politics, Society and Development",Second Semester,Postgraduate,6,In Person
INDN1002,Indonesian 1,First Semester,Undergraduate,6,In Person
ANUC1011,Indonesian 1,,Undergraduate,6,In Person
INDN6102,Indonesian 1,First Semester,Postgraduate,6,In Person
ANUC1012,Indonesian 2,,Undergraduate,6,In Person
INDN1003,Indonesian 2,Second Semester,Undergraduate,6,In Person
INDN6103,Indonesian 2,Second Semester,Postgraduate,6,In Person
INDN2002,Indonesian 3,First Semester,Undergraduate,6,In Person
INDN6002,Indonesian 3,First Semester,Postgraduate,6,In Person
INDN2003,Indonesian 4,Second Semester,Undergraduate,6,In Person
INDN6003,Indonesian 4,Second Semester,Postgraduate,6,In Person
INDN6502,Indonesian 5,First Semester,Postgraduate,6,In Person
INDN3002,Indonesian 5,First Semester,Undergraduate,6,In Person
INDN6503,Indonesian 6,Second Semester,Postgraduate,6,In Person
INDN3003,Indonesian 6,Second Semester,Undergraduate,6,In Person
ASIA2111,Indonesian Foreign and Security Policy,Second Semester,Undergraduate,6,In Person
ENGN8833,Industrial Energy Efficiency and Decarbonisation,First Semester,Postgraduate,6,In Person
COMP4800,Industrial Experience,First Semester/Second Semester,Undergraduate,0,In Person
ECON4438,Industrial Organisation,First Semester,Undergraduate,6,In Person
ECON8038,Industrial Organisation,First Semester,Postgraduate,6,In Person
ECON3057,Industrial Organisation(P),First Semester,Undergraduate,6,In Person
PSYC3028,Industrial and Organisational Psychology,Second Semester,Undergraduate,6,In Person
PSYC6028,Industrial and organisational psychology,,Postgraduate,6,In Person
INFS8202,Industry Research Project,First Semester/Second Semester,Postgraduate,6,In Person
ANTH8058,Inequality and Development,,Postgraduate,6,In Person
BIOL3141,Infection and Immunity,First Semester,Undergraduate,6,In Person
BIOL6141,Infection and Immunity,First Semester,Postgraduate,6,In Person
LAWS4283,Information Law,Second Semester,Undergraduate,6,In Person
INFS2024,Information Systems Analysis,First Semester,Undergraduate,6,In Person
INFS3024,Information Systems Management,First Semester,Undergraduate,6,In Person
INFS4205,Information Systems Strategy and Management,First Semester/Second Semester,Undergraduate,6,In Person
INFT4005F,Information Technology IV Honours(S),,Undergraduate,12,In Person
INFT4005P,Information Technology IV Honours(S),,Undergraduate,12,In Person
LAWS8445,Information Technology Law,First Semester,Postgraduate,6,In Person
LAWS4245,Information Technology Law,First Semester,Undergraduate,6,In Person
COMP2610,Information Theory,Second Semester,Undergraduate,6,In Person
ENGN8534,Information Theory,Second Semester,Postgraduate,6,In Person
COMP6261,Information Theory,Second Semester,Postgraduate,6,In Person
IDEC8027,Infrastructure Regulation Economics and Policy,,Postgraduate,6,In Person
MGMT7165,Innovation,Summer Session/First Semester/Winter Session,Postgraduate,6,In Person
VCPG6200,Innovation and Professional Practice Internship,,Postgraduate,6,In Person
VCUG3200,Innovation and Professional Practice Internship,,Undergraduate,6,In Person
STST8027,Insurgency & Counterinsurgency in an Age of Terror,Second Semester,Postgraduate,6,In Person
ENGN8831,Integration of Renewable Energy into Power Systems and Microgrids,First Semester,Postgraduate,6,In Person
LAWS4222,Intellectual Property,,Undergraduate,6,In Person
LAWS8422,Intellectual Property,,Postgraduate,6,In Person
LEGM8592,Intellectual Property Law in Practice,,Postgraduate,6,In Person
STST8021,Intelligence and Security,First Semester,Postgraduate,6,In Person
INFS7007,"Intelligent Business Analysis: Models, Processes and Techniques",Second Semester,Postgraduate,6,In Person
HUMN9001,"Interdisciplinary Humanities Research: Methods, Theories and Skills",Autumn Session,Postgraduate,6,In Person
HUMN8001,"Interdisciplinary Humanities Research: Methods, Theories and Skills",,Postgraduate,6,In Person
POLS8046,"Interest Groups, Advocacy and Public Policy",,Postgraduate,6,In Person
GREK6121,Intermediate Ancient Greek I,First Semester,Postgraduate,6,In Person
GREK2121,Intermediate Ancient Greek I,First Semester,Undergraduate,6,In Person
GREK2122,Intermediate Ancient Greek II,Second Semester,Undergraduate,6,In Person
GREK6122,Intermediate Ancient Greek II,Second Semester,Postgraduate,6,In Person
ARAB6501,Intermediate Arabic 1,First Semester,Postgraduate,6,In Person
ARAB2011,Intermediate Arabic 1,First Semester,Undergraduate,6,In Person
ARAB6502,Intermediate Arabic 2,Second Semester,Postgraduate,6,In Person
ARAB2012,Intermediate Arabic 2,Second Semester,Undergraduate,6,In Person
FREN3006,Intermediate French I,First Semester,Undergraduate,6,In Person
FREN6505,Intermediate French I,First Semester,Postgraduate,6,In Person
FREN6506,Intermediate French II,Second Semester,Postgraduate,6,In Person
FREN3007,Intermediate French II,Second Semester,Undergraduate,6,In Person
LATN2121,Intermediate Latin I,First Semester,Undergraduate,6,In Person
LATN6121,Intermediate Latin I,First Semester,Postgraduate,6,In Person
LATN2122,Intermediate Latin II,Second Semester,Undergraduate,6,In Person
LATN6122,Intermediate Latin II,Second Semester,Postgraduate,6,In Person
PERS2003,Intermediate Persian A,First Semester,Undergraduate,6,In Person
PERS6003,Intermediate Persian A,First Semester,Postgraduate,6,In Person
PERS2004,Intermediate Persian B,Second Semester,Undergraduate,6,In Person
PERS6004,Intermediate Persian B,Second Semester,Postgraduate,6,In Person
SPAN3001,Intermediate Spanish I,First Semester,Undergraduate,6,In Person
SPAN6507,Intermediate Spanish I,First Semester,Postgraduate,6,In Person
SPAN3012,Intermediate Spanish II (Language and Culture),Second Semester,Undergraduate,6,In Person
SPAN6508,Intermediate Spanish II (Language and Culture),Second Semester,Postgraduate,6,In Person
SPAN6022,Intermediate Spanish II (Language and Linguistics),,Postgraduate,6,In Person
SPAN3022,Intermediate Spanish II (Language and Linguistics),,Undergraduate,6,In Person
TURK2001,Intermediate Turkish A,,Undergraduate,6,In Person
TURK6503,Intermediate Turkish A,,Postgraduate,6,In Person
TURK2002,Intermediate Turkish B,,Undergraduate,6,In Person
TURK6504,Intermediate Turkish B,,Postgraduate,6,In Person
ASIA2110,International Affairs Internship,First Semester/Second Semester,Undergraduate,6,In Person
LAWS8107,International Air and Space Law,,Postgraduate,6,In Person
LAWS4266,International Arbitration and Negotiation Moot Competition in Japan,Spring Session,Undergraduate,6,In Person
ARCH2059,International Archaeological Field School,Summer Session,Undergraduate,6,In Person
ARCH2060,International Archaeological Field School Extension,First Semester,Undergraduate,6,In Person
LAWS8585,International Aviation Law,Second Semester,Postgraduate,6,Online
BUSI2025,International Business,Summer Session/Second Semester,Undergraduate,6,In Person
BUSI4500,International Business Honours Thesis,First Semester/Second Semester,Undergraduate,6,In Person
BUSI7033,International Business Strategies,First Semester,Postgraduate,6,In Person
LAWS8277,International Business Transactions,,Postgraduate,6,In Person
EMDV8080,International Climate Change Policy and Economics,Winter Session,Postgraduate,6,In Person
LAWS8180,International Climate Law,Summer Session,Postgraduate,6,In Person
LAWS8418,International Commercial Arbitration,,Postgraduate,6,In Person
POLS4012,International Cooperation,,Undergraduate,6,In Person
REGN8004,International Criminal Justice,,Postgraduate,6,In Person
LAWS8566,International Criminal Law,,Postgraduate,6,In Person
LAWS4223,International Dispute Resolution,Second Semester,Undergraduate,6,In Person
LAWS8567,International Dispute Resolution,Autumn Session,Postgraduate,6,In Person
ECON4415,International Economics,First Semester,Undergraduate,6,In Person
ECON3103,International Economics,First Semester,Undergraduate,6,In Person
ECON8015,International Economics,First Semester,Postgraduate,6,In Person
ECON8015,International Economics,First Semester,Postgraduate,6,In Person
ECON3103,International Economics,First Semester,Undergraduate,6,In Person
ECON3103,International Economics,First Semester,Undergraduate,6,In Person
ECON4415,International Economics,First Semester,Undergraduate,6,In Person
ECON4415,International Economics,First Semester,Undergraduate,6,In Person
ECON8015,International Economics,First Semester,Postgraduate,6,In Person
ENVS6033,International Environmental Policy,Summer Session,Postgraduate,6,In Person
ENVS3033,International Environmental Policy,Summer Session,Undergraduate,6,In Person
LAWS8032,International Financial Institutions and Development,,Postgraduate,6,In Person
ASIA8049,International History from Asia and the Pacific: Framing Critical Perspectives,Second Semester,Postgraduate,6,In Person
MGMT3025,International Human Resource Management,First Semester,Undergraduate,6,In Person
LAWS8268,International Humanitarian Law,,Postgraduate,6,In Person
INDG8006,International Indigenous Studies Research Project,Summer Session/First Semester/Second Semester,Postgraduate,6,Online or In Person
LAWS8136,International Intellectual Property Law,Autumn Session,Postgraduate,6,In Person
LAWS8177,International Internship,First Semester/Second Semester,Postgraduate,24,In Person
LAWS8332,"International Investment Treaties: Law, Arbitration and Policy",,Postgraduate,6,In Person
REGN8053,"International Investment Treaties: Law, Arbitration and Policy",,Postgraduate,6,In Person
LAWS4306,International Investment Treaty Law and Arbitration,,Undergraduate,6,In Person
LAWS8336,International Investment Treaty Law and Arbitration,Autumn Session,Postgraduate,6,In Person
LAWS8330,International Labour Law,,Postgraduate,6,In Person
LAWS6250,International Law,Second Semester,Postgraduate,6,In Person
LAWS2250,International Law,Second Semester,Undergraduate,6,In Person
LAWS4302,International Law Clinic,First Semester/Second Semester,Undergraduate,6,In Person
LAWS6302,International Law Clinic,First Semester/Second Semester,Postgraduate,6,In Person
LAWS8333,International Law Internship,,Postgraduate,6,In Person
LAWS8297,International Law and Australian Government,,Postgraduate,6,In Person
LAWS8023,International Law and United Nations Peace Operations,,Postgraduate,6,In Person
LAWS8178,International Law and Use of Force,,Postgraduate,6,In Person
LAWS4225,International Law of Human Rights,Spring Session,Undergraduate,6,In Person
LAWS8264,International Law of The Environment,Spring Session,Postgraduate,6,In Person
LAWS8229,International Law of World Trade,Autumn Session,Postgraduate,6,In Person
LAWS4224,International Law of the Sea,,Undergraduate,6,In Person
BUSI3024,International Marketing,Second Semester,Undergraduate,6,In Person
DEMO8047,International Migration,First Semester,Postgraduate,6,In Person
CHMD8016,International Migration of Health Workers: Sociological and Ethical Aspects,,Postgraduate,3,In Person
ECON8009,International Monetary Economics,,Postgraduate,6,In Person
INTR8070,International Organisation,Second Semester,Postgraduate,6,In Person
LAWS4258,International Organisations (Geneva),Summer Session,Undergraduate,6,In Person
LAWS6258,International Organisations (Geneva),,Postgraduate,6,In Person
LAWS8458,International Organisations (Geneva),Summer Session,Postgraduate,6,In Person
POLS2133,International Organisations in World Politics,First Semester,Undergraduate,6,In Person
MGMT7065,International Perspectives on Human Resource Management,,Postgraduate,6,In Person
POGO8045,International Policy Making in the Shadow of the Future,Second Semester,Postgraduate,6,In Person
INTR8013,International Political Economy,First Semester,Postgraduate,6,In Person
LAWS8252,International Refugee Law,Spring Session,Postgraduate,6,In Person
INTR8011,International Relations Theory,First Semester,Postgraduate,12,In Person
POLS3017,International Relations Theory,Second Semester,Undergraduate,6,In Person
POLS4013,International Relations Theory,First Semester,Undergraduate,6,In Person
INTR2010,International Relations in the Asia-Pacific,First Semester,Undergraduate,6,In Person
LAWS8179,International Security Law,,Postgraduate,6,In Person
LAWS8026,International Security Law Research Project,,Postgraduate,12,In Person
LAWS6240,International Social Justice Clinic,,Postgraduate,6,In Person
BUSI3020,International Strategic Management,First Semester,Undergraduate,6,In Person
PREP1129,International Studies,,Undergraduate,6,In Person
BUSI3030,International Supply Chain Management,First Semester,Undergraduate,6,In Person
POLS3036,International Terrorism,Second Semester,Undergraduate,6,In Person
LAWS4226,International Trade Law,,Undergraduate,6,In Person
ECON4406,International Trade Theory,,Undergraduate,6,In Person
ECON8006,International Trade Theory,,Postgraduate,6,In Person
LAWS8234,International and Comparative Human Rights Law,Winter Session,Postgraduate,6,In Person
MUSC8004,Internship 1,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Postgraduate,6,In Person
MUSC8005,Internship 2,Summer Session/First Semester/Autumn Session/Winter Session/Second Semester/Spring Session,Postgraduate,6,In Person
POLS8047,"Interpretation, Method, Critique: Interpretivist Methods in the Social Sciences",First Semester,Postgraduate,6,In Person
POLS4047,"Interpretation, Method, Critique: Interpretivist Methods in the Social Sciences",First Semester,Undergraduate,6,In Person
LAWS8066,Intersection of International Humanitarian and Human Rights Law,,Postgraduate,6,In Person
INTR8078,Interventions and Statebuilding: From Fragility to Resilience,First Semester,Postgraduate,6,In Person
ARTH2169,Introducing Asian Modernisms,,Undergraduate,6,In Person
ARTH6169,Introducing Asian Modernisms,,Postgraduate,6,In Person
ASIA9021,Introduction to Academic Skills for HDR Research - Part A,Autumn Session,Postgraduate,3,In Person
ASIA9022,Introduction to Academic Skills for HDR Research - Part B,Spring Session,Postgraduate,3,In Person
ARCH8032,Introduction to Archaeological Science,First Semester,Postgraduate,12,In Person
ASIA1035,Introduction to Asian Politics,Second Semester,Undergraduate,6,In Person
STAT4116,Introduction to Bayesian Data Analysis,Second Semester,Undergraduate,6,In Person
STAT7016,Introduction to Bayesian Data Analysis,Second Semester,Postgraduate,6,In Person
STAT7016,Introduction to Bayesian Data Analysis,Second Semester,Postgraduate,6,In Person
STAT3016,Introduction to Bayesian Data Analysis,Second Semester,Undergraduate,6,In Person
STAT3016,Introduction to Bayesian Data Analysis,Second Semester,Undergraduate,6,In Person
STAT4116,Introduction to Bayesian Data Analysis,Second Semester,Undergraduate,6,In Person
POPH8552,Introduction to Clinical Epidemiology,,Postgraduate,6,In Person
MEDI8202,Introduction to Clinical Governance,,Postgraduate,6,In Person
MEDI8113,Introduction to Clinical Practice,,Postgraduate,12,In Person
BUSN1101,Introduction to Commercial Law,Second Semester,Undergraduate,6,In Person
CRIM2014,Introduction to Crime Science,Second Semester,Undergraduate,6,In Person
CRIM6014,Introduction to Crime Science,Second Semester,Postgraduate,6,In Person
HUMN6051,Introduction to Cultural Heritage Management,First Semester,Postgraduate,6,In Person
HUMN2051,Introduction to Cultural Heritage Management,First Semester,Undergraduate,6,In Person
COMP2420,"Introduction to Data Management, Analysis and Security",First Semester,Undergraduate,6,In Person
COMP6420,"Introduction to Data Management, Analysis and Security",First Semester,Postgraduate,6,In Person
COMP7240,Introduction to Database Concepts,Autumn Session,Postgraduate,6,In Person
ENGN1218,Introduction to Electronics,Second Semester,Undergraduate,6,In Person
ARCH2041,Introduction to Environmental Archaeology,,Undergraduate,6,In Person
ARCH6041,Introduction to Environmental Archaeology,,Postgraduate,6,In Person
EMDV8078,Introduction to Environmental and Resource Economics,First Semester,Postgraduate,6,In Person
ENVS1003,Introduction to Environmental and Social Research,First Semester,Undergraduate,6,In Person
ENVS6103,Introduction to Environmental and Social Research,First Semester,Postgraduate,6,In Person
PHIL1008,Introduction to Ethics,First Semester,Undergraduate,6,In Person
MUSI1113,Introduction to Ethnomusicology,First Semester,Undergraduate,6,In Person
PSYC2011,Introduction to Forensic and Criminal Psychology,Second Semester,Undergraduate,6,In Person
MATH2242,Introduction to Geometry: Curves and Surfaces,Second Semester,Undergraduate,6,In Person
MATH6242,Introduction to Geometry: Curves and Surfaces,Second Semester,Postgraduate,6,In Person
EMSC2022,Introduction to Global Geophysics,First Semester,Undergraduate,6,In Person
EMSC6122,Introduction to Global Geophysics,First Semester,Postgraduate,6,In Person
HLTH2002,"Introduction to Global Health: Issues, Theories and Practices",Second Semester,Undergraduate,6,In Person
POPH8103,Introduction to Health Services Research and Policy,First Semester,Postgraduate,6,In Person
HUMN2000,Introduction to Heritage and Museum Studies,Second Semester,Undergraduate,6,In Person
ANTH8056,Introduction to Humanitarian Action,,Postgraduate,6,In Person
POLS1006,Introduction to International Relations:  Contemporary Global Issues,Second Semester,Undergraduate,6,In Person
ANUC1116,Introduction to International Relations: Contemporary Global Issues,,Undergraduate,6,In Person
ANUC1105,Introduction to International Relations: Foundations and Concepts,First Semester,Undergraduate,6,In Person
POLS1005,Introduction to International Relations: Foundations and Concepts,First Semester,Undergraduate,6,In Person
ANUC1021,Introduction to International Security Studies,,Undergraduate,6,In Person
BAPA1004,Introduction to International Security Studies,Autumn Session,Undergraduate,6,In Person
STST1001,Introduction to International Security Studies,First Semester,Undergraduate,6,In Person
LAWS8001,"Introduction to Law, Governance and Development",Summer Session,Postgraduate,6,In Person
ENGL3008,Introduction to Literary Theory,,Undergraduate,6,In Person
ENGL6008,Introduction to Literary Theory,,Postgraduate,6,In Person
COMP6670,Introduction to Machine Learning,Second Semester,Postgraduate,6,In Person
COMP3670,Introduction to Machine Learning,Second Semester,Undergraduate,6,In Person
